courier_price_id,courier_id courier_zone_id,,from_kg,to_kg,price,status,date_added,date_modify,is_delete
49000,4,38,434,434.99,67598.436,1,,,0
49001,4,38,435,435.99,67753.836,1,,,0
49002,4,38,436,436.99,67909.236,1,,,0
49003,4,38,437,437.99,68064.636,1,,,0
49004,4,38,438,438.99,68220.036,1,,,0
49005,4,38,439,439.99,68375.436,1,,,0
49006,4,38,440,440.99,68530.836,1,,,0
49007,4,38,441,441.99,68686.236,1,,,0
49008,4,38,442,442.99,68841.636,1,,,0
49009,4,38,443,443.99,68997.036,1,,,0
49010,4,38,444,444.99,69152.436,1,,,0
49011,4,38,445,445.99,69307.836,1,,,0
49012,4,38,446,446.99,69463.236,1,,,0
49013,4,38,447,447.99,69618.636,1,,,0
49014,4,38,448,448.99,69774.036,1,,,0
49015,4,38,449,449.99,69929.436,1,,,0
49016,4,38,450,450.99,70084.836,1,,,0
49017,4,38,451,451.99,70240.236,1,,,0
49018,4,38,452,452.99,70395.636,1,,,0
49019,4,38,453,453.99,70551.036,1,,,0
49020,4,38,454,454.99,70706.436,1,,,0
49021,4,38,455,455.99,70861.836,1,,,0
49022,4,38,456,456.99,71017.236,1,,,0
49023,4,38,457,457.99,71172.636,1,,,0
49024,4,38,458,458.99,71328.036,1,,,0
49025,4,38,459,459.99,71483.436,1,,,0
49026,4,38,460,460.99,71638.836,1,,,0
49027,4,38,461,461.99,71794.236,1,,,0
49028,4,38,462,462.99,71949.636,1,,,0
49029,4,38,463,463.99,72105.036,1,,,0
49030,4,38,464,464.99,72260.436,1,,,0
49031,4,38,465,465.99,72415.836,1,,,0
49032,4,38,466,466.99,72571.236,1,,,0
49033,4,38,467,467.99,72726.636,1,,,0
49034,4,38,468,468.99,72882.036,1,,,0
49035,4,38,469,469.99,73037.436,1,,,0
49036,4,38,470,470.99,73192.836,1,,,0
49037,4,38,471,471.99,73348.236,1,,,0
49038,4,38,472,472.99,73503.636,1,,,0
49039,4,38,473,473.99,73659.036,1,,,0
49040,4,38,474,474.99,73814.436,1,,,0
49041,4,38,475,475.99,73969.836,1,,,0
49042,4,38,476,476.99,74125.236,1,,,0
49043,4,38,477,477.99,74280.636,1,,,0
49044,4,38,478,478.99,74436.036,1,,,0
49045,4,38,479,479.99,74591.436,1,,,0
49046,4,38,480,480.99,74746.836,1,,,0
49047,4,38,481,481.99,74902.236,1,,,0
49048,4,38,482,482.99,75057.636,1,,,0
49049,4,38,483,483.99,75213.036,1,,,0
49050,4,38,484,484.99,75368.436,1,,,0
49051,4,38,485,485.99,75523.836,1,,,0
49052,4,38,486,486.99,75679.236,1,,,0
49053,4,38,487,487.99,75834.636,1,,,0
49054,4,38,488,488.99,75990.036,1,,,0
49055,4,38,489,489.99,76145.436,1,,,0
49056,4,38,490,490.99,76300.836,1,,,0
49057,4,38,491,491.99,76456.236,1,,,0
49058,4,38,492,492.99,76611.636,1,,,0
49059,4,38,493,493.99,76767.036,1,,,0
49060,4,38,494,494.99,76922.436,1,,,0
49061,4,38,495,495.99,77077.836,1,,,0
49062,4,38,496,496.99,77233.236,1,,,0
49063,4,38,497,497.99,77388.636,1,,,0
49064,4,38,498,498.99,77544.036,1,,,0
49065,4,38,499,499.99,77699.436,1,,,0
49066,4,38,500,500.99,77854.836,1,,,0
49067,4,38,501,501.99,78010.236,1,,,0
49068,4,38,502,502.99,78165.636,1,,,0
49069,4,38,503,503.99,78321.036,1,,,0
49070,4,38,504,504.99,78476.436,1,,,0
49071,4,38,505,505.99,78631.836,1,,,0
49072,4,38,506,506.99,78787.236,1,,,0
49073,4,38,507,507.99,78942.636,1,,,0
49074,4,38,508,508.99,79098.036,1,,,0
49075,4,38,509,509.99,79253.436,1,,,0
49076,4,38,510,510.99,79408.836,1,,,0
49077,4,38,511,511.99,79564.236,1,,,0
49078,4,38,512,512.99,79719.636,1,,,0
49079,4,38,513,513.99,79875.036,1,,,0
49080,4,38,514,514.99,80030.436,1,,,0
49081,4,38,515,515.99,80185.836,1,,,0
49082,4,38,516,516.99,80341.236,1,,,0
49083,4,38,517,517.99,80496.636,1,,,0
49084,4,38,518,518.99,80652.036,1,,,0
49085,4,38,519,519.99,80807.436,1,,,0
49086,4,38,520,520.99,80962.836,1,,,0
49087,4,38,521,521.99,81118.236,1,,,0
49088,4,38,522,522.99,81273.636,1,,,0
49089,4,38,523,523.99,81429.036,1,,,0
49090,4,38,524,524.99,81584.436,1,,,0
49091,4,38,525,525.99,81739.836,1,,,0
49092,4,38,526,526.99,81895.236,1,,,0
49093,4,38,527,527.99,82050.636,1,,,0
49094,4,38,528,528.99,82206.036,1,,,0
49095,4,38,529,529.99,82361.436,1,,,0
49096,4,38,530,530.99,82516.836,1,,,0
49097,4,38,531,531.99,82672.236,1,,,0
49098,4,38,532,532.99,82827.636,1,,,0
49099,4,38,533,533.99,82983.036,1,,,0
49100,4,38,534,534.99,83138.436,1,,,0
49101,4,38,535,535.99,83293.836,1,,,0
49102,4,38,536,536.99,83449.236,1,,,0
49103,4,38,537,537.99,83604.636,1,,,0
49104,4,38,538,538.99,83760.036,1,,,0
49105,4,38,539,539.99,83915.436,1,,,0
49106,4,38,540,540.99,84070.836,1,,,0
49107,4,38,541,541.99,84226.236,1,,,0
49108,4,38,542,542.99,84381.636,1,,,0
49109,4,38,543,543.99,84537.036,1,,,0
49110,4,38,544,544.99,84692.436,1,,,0
49111,4,38,545,545.99,84847.836,1,,,0
49112,4,38,546,546.99,85003.236,1,,,0
49113,4,38,547,547.99,85158.636,1,,,0
49114,4,38,548,548.99,85314.036,1,,,0
49115,4,38,549,549.99,85469.436,1,,,0
49116,4,38,550,550.99,85624.836,1,,,0
49117,4,38,551,551.99,85780.236,1,,,0
49118,4,38,552,552.99,85935.636,1,,,0
49119,4,38,553,553.99,86091.036,1,,,0
49120,4,38,554,554.99,86246.436,1,,,0
49121,4,38,555,555.99,86401.836,1,,,0
49122,4,38,556,556.99,86557.236,1,,,0
49123,4,38,557,557.99,86712.636,1,,,0
49124,4,38,558,558.99,86868.036,1,,,0
49125,4,38,559,559.99,87023.436,1,,,0
49126,4,38,560,560.99,87178.836,1,,,0
49127,4,38,561,561.99,87334.236,1,,,0
49128,4,38,562,562.99,87489.636,1,,,0
49129,4,38,563,563.99,87645.036,1,,,0
49130,4,38,564,564.99,87800.436,1,,,0
49131,4,38,565,565.99,87955.836,1,,,0
49132,4,38,566,566.99,88111.236,1,,,0
49133,4,38,567,567.99,88266.636,1,,,0
49134,4,38,568,568.99,88422.036,1,,,0
49135,4,38,569,569.99,88577.436,1,,,0
49136,4,38,570,570.99,88732.836,1,,,0
49137,4,38,571,571.99,88888.236,1,,,0
49138,4,38,572,572.99,89043.636,1,,,0
49139,4,38,573,573.99,89199.036,1,,,0
49140,4,38,574,574.99,89354.436,1,,,0
49141,4,38,575,575.99,89509.836,1,,,0
49142,4,38,576,576.99,89665.236,1,,,0
49143,4,38,577,577.99,89820.636,1,,,0
49144,4,38,578,578.99,89976.036,1,,,0
49145,4,38,579,579.99,90131.436,1,,,0
49146,4,38,580,580.99,90286.836,1,,,0
49147,4,38,581,581.99,90442.236,1,,,0
49148,4,38,582,582.99,90597.636,1,,,0
49149,4,38,583,583.99,90753.036,1,,,0
49150,4,38,584,584.99,90908.436,1,,,0
