courier_price_id,courier_id courier_zone_id,,from_kg,to_kg,price,status,date_added,date_modify,is_delete
49151,4,38,585,585.99,91063.836,1,,,0
49152,4,38,586,586.99,91219.236,1,,,0
49153,4,38,587,587.99,91374.636,1,,,0
49154,4,38,588,588.99,91530.036,1,,,0
49155,4,38,589,589.99,91685.436,1,,,0
49156,4,38,590,590.99,91840.836,1,,,0
49157,4,38,591,591.99,91996.236,1,,,0
49158,4,38,592,592.99,92151.636,1,,,0
49159,4,38,593,593.99,92307.036,1,,,0
49160,4,38,594,594.99,92462.436,1,,,0
49161,4,38,595,595.99,92617.836,1,,,0
49162,4,38,596,596.99,92773.236,1,,,0
49163,4,38,597,597.99,92928.636,1,,,0
49164,4,38,598,598.99,93084.036,1,,,0
49165,4,38,599,599.99,93239.436,1,,,0
49166,4,38,600,600.99,93394.836,1,,,0
49167,4,38,601,601.99,93550.236,1,,,0
49168,4,38,602,602.99,93705.636,1,,,0
49169,4,38,603,603.99,93861.036,1,,,0
49170,4,38,604,604.99,94016.436,1,,,0
49171,4,38,605,605.99,94171.836,1,,,0
49172,4,38,606,606.99,94327.236,1,,,0
49173,4,38,607,607.99,94482.636,1,,,0
49174,4,38,608,608.99,94638.036,1,,,0
49175,4,38,609,609.99,94793.436,1,,,0
49176,4,38,610,610.99,94948.836,1,,,0
49177,4,38,611,611.99,95104.236,1,,,0
49178,4,38,612,612.99,95259.636,1,,,0
49179,4,38,613,613.99,95415.036,1,,,0
49180,4,38,614,614.99,95570.436,1,,,0
49181,4,38,615,615.99,95725.836,1,,,0
49182,4,38,616,616.99,95881.236,1,,,0
49183,4,38,617,617.99,96036.636,1,,,0
49184,4,38,618,618.99,96192.036,1,,,0
49185,4,38,619,619.99,96347.436,1,,,0
49186,4,38,620,620.99,96502.836,1,,,0
49187,4,38,621,621.99,96658.236,1,,,0
49188,4,38,622,622.99,96813.636,1,,,0
49189,4,38,623,623.99,96969.036,1,,,0
49190,4,38,624,624.99,97124.436,1,,,0
49191,4,38,625,625.99,97279.836,1,,,0
49192,4,38,626,626.99,97435.236,1,,,0
49193,4,38,627,627.99,97590.636,1,,,0
49194,4,38,628,628.99,97746.036,1,,,0
49195,4,38,629,629.99,97901.436,1,,,0
49196,4,38,630,630.99,98056.836,1,,,0
49197,4,38,631,631.99,98212.236,1,,,0
49198,4,38,632,632.99,98367.636,1,,,0
49199,4,38,633,633.99,98523.036,1,,,0
49200,4,38,634,634.99,98678.436,1,,,0
49201,4,38,635,635.99,98833.836,1,,,0
49202,4,38,636,636.99,98989.236,1,,,0
49203,4,38,637,637.99,99144.636,1,,,0
49204,4,38,638,638.99,99300.036,1,,,0
49205,4,38,639,639.99,99455.436,1,,,0
49206,4,38,640,640.99,99610.836,1,,,0
49207,4,38,641,641.99,99766.236,1,,,0
49208,4,38,642,642.99,99921.636,1,,,0
49209,4,38,643,643.99,100077.036,1,,,0
49210,4,38,644,644.99,100232.436,1,,,0
49211,4,38,645,645.99,100387.836,1,,,0
49212,4,38,646,646.99,100543.236,1,,,0
49213,4,38,647,647.99,100698.636,1,,,0
49214,4,38,648,648.99,100854.036,1,,,0
49215,4,38,649,649.99,101009.436,1,,,0
49216,4,38,650,650.99,101164.836,1,,,0
49217,4,38,651,651.99,101320.236,1,,,0
49218,4,38,652,652.99,101475.636,1,,,0
49219,4,38,653,653.99,101631.036,1,,,0
49220,4,38,654,654.99,101786.436,1,,,0
49221,4,38,655,655.99,101941.836,1,,,0
49222,4,38,656,656.99,102097.236,1,,,0
49223,4,38,657,657.99,102252.636,1,,,0
49224,4,38,658,658.99,102408.036,1,,,0
49225,4,38,659,659.99,102563.436,1,,,0
49226,4,38,660,660.99,102718.836,1,,,0
49227,4,38,661,661.99,102874.236,1,,,0
49228,4,38,662,662.99,103029.636,1,,,0
49229,4,38,663,663.99,103185.036,1,,,0
49230,4,38,664,664.99,103340.436,1,,,0
49231,4,38,665,665.99,103495.836,1,,,0
49232,4,38,666,666.99,103651.236,1,,,0
49233,4,38,667,667.99,103806.636,1,,,0
49234,4,38,668,668.99,103962.036,1,,,0
49235,4,38,669,669.99,104117.436,1,,,0
49236,4,38,670,670.99,104272.836,1,,,0
49237,4,38,671,671.99,104428.236,1,,,0
49238,4,38,672,672.99,104583.636,1,,,0
49239,4,38,673,673.99,104739.036,1,,,0
49240,4,38,674,674.99,104894.436,1,,,0
49241,4,38,675,675.99,105049.836,1,,,0
49242,4,38,676,676.99,105205.236,1,,,0
49243,4,38,677,677.99,105360.636,1,,,0
49244,4,38,678,678.99,105516.036,1,,,0
49245,4,38,679,679.99,105671.436,1,,,0
49246,4,38,680,680.99,105826.836,1,,,0
49247,4,38,681,681.99,105982.236,1,,,0
49248,4,38,682,682.99,106137.636,1,,,0
49249,4,38,683,683.99,106293.036,1,,,0
49250,4,38,684,684.99,106448.436,1,,,0
49251,4,38,685,685.99,106603.836,1,,,0
49252,4,38,686,686.99,106759.236,1,,,0
49253,4,38,687,687.99,106914.636,1,,,0
49254,4,38,688,688.99,107070.036,1,,,0
49255,4,38,689,689.99,107225.436,1,,,0
49256,4,38,690,690.99,107380.836,1,,,0
49257,4,38,691,691.99,107536.236,1,,,0
49258,4,38,692,692.99,107691.636,1,,,0
49259,4,38,693,693.99,107847.036,1,,,0
49260,4,38,694,694.99,108002.436,1,,,0
49261,4,38,695,695.99,108157.836,1,,,0
49262,4,38,696,696.99,108313.236,1,,,0
49263,4,38,697,697.99,108468.636,1,,,0
49264,4,38,698,698.99,108624.036,1,,,0
49265,4,38,699,699.99,108779.436,1,,,0
49266,4,38,700,700.99,108934.836,1,,,0
49267,4,38,701,701.99,109090.236,1,,,0
49268,4,38,702,702.99,109245.636,1,,,0
49269,4,38,703,703.99,109401.036,1,,,0
49270,4,38,704,704.99,109556.436,1,,,0
49271,4,38,705,705.99,109711.836,1,,,0
49272,4,38,706,706.99,109867.236,1,,,0
49273,4,38,707,707.99,110022.636,1,,,0
49274,4,38,708,708.99,110178.036,1,,,0
49275,4,38,709,709.99,110333.436,1,,,0
49276,4,38,710,710.99,110488.836,1,,,0
49277,4,38,711,711.99,110644.236,1,,,0
49278,4,38,712,712.99,110799.636,1,,,0
49279,4,38,713,713.99,110955.036,1,,,0
49280,4,38,714,714.99,111110.436,1,,,0
49281,4,38,715,715.99,111265.836,1,,,0
49282,4,38,716,716.99,111421.236,1,,,0
49283,4,38,717,717.99,111576.636,1,,,0
49284,4,38,718,718.99,111732.036,1,,,0
49285,4,38,719,719.99,111887.436,1,,,0
49286,4,38,720,720.99,112042.836,1,,,0
49287,4,38,721,721.99,112198.236,1,,,0
49288,4,38,722,722.99,112353.636,1,,,0
49289,4,38,723,723.99,112509.036,1,,,0
49290,4,38,724,724.99,112664.436,1,,,0
49291,4,38,725,725.99,112819.836,1,,,0
49292,4,38,726,726.99,112975.236,1,,,0
49293,4,38,727,727.99,113130.636,1,,,0
49294,4,38,728,728.99,113286.036,1,,,0
49295,4,38,729,729.99,113441.436,1,,,0
49296,4,38,730,730.99,113596.836,1,,,0
49297,4,38,731,731.99,113752.236,1,,,0
49298,4,38,732,732.99,113907.636,1,,,0
49299,4,38,733,733.99,114063.036,1,,,0
49300,4,38,734,734.99,114218.436,1,,,0
49301,4,38,735,735.99,114373.836,1,,,0
49302,4,38,736,736.99,114529.236,1,,,0
49303,4,38,737,737.99,114684.636,1,,,0
49304,4,38,738,738.99,114840.036,1,,,0
49305,4,38,739,739.99,114995.436,1,,,0
49306,4,38,740,740.99,115150.836,1,,,0
49307,4,38,741,741.99,115306.236,1,,,0
49308,4,38,742,742.99,115461.636,1,,,0
49309,4,38,743,743.99,115617.036,1,,,0
49310,4,38,744,744.99,115772.436,1,,,0
49311,4,38,745,745.99,115927.836,1,,,0
49312,4,38,746,746.99,116083.236,1,,,0
49313,4,38,747,747.99,116238.636,1,,,0
49314,4,38,748,748.99,116394.036,1,,,0
49315,4,38,749,749.99,116549.436,1,,,0
49316,4,38,750,750.99,116704.836,1,,,0
49317,4,38,751,751.99,116860.236,1,,,0
49318,4,38,752,752.99,117015.636,1,,,0
49319,4,38,753,753.99,117171.036,1,,,0
49320,4,38,754,754.99,117326.436,1,,,0
49321,4,38,755,755.99,117481.836,1,,,0
49322,4,38,756,756.99,117637.236,1,,,0
49323,4,38,757,757.99,117792.636,1,,,0
49324,4,38,758,758.99,117948.036,1,,,0
49325,4,38,759,759.99,118103.436,1,,,0
49326,4,38,760,760.99,118258.836,1,,,0
49327,4,38,761,761.99,118414.236,1,,,0
49328,4,38,762,762.99,118569.636,1,,,0
49329,4,38,763,763.99,118725.036,1,,,0
49330,4,38,764,764.99,118880.436,1,,,0
49331,4,38,765,765.99,119035.836,1,,,0
49332,4,38,766,766.99,119191.236,1,,,0
49333,4,38,767,767.99,119346.636,1,,,0
49334,4,38,768,768.99,119502.036,1,,,0
49335,4,38,769,769.99,119657.436,1,,,0
49336,4,38,770,770.99,119812.836,1,,,0
49337,4,38,771,771.99,119968.236,1,,,0
49338,4,38,772,772.99,120123.636,1,,,0
49339,4,38,773,773.99,120279.036,1,,,0
49340,4,38,774,774.99,120434.436,1,,,0
49341,4,38,775,775.99,120589.836,1,,,0
49342,4,38,776,776.99,120745.236,1,,,0
49343,4,38,777,777.99,120900.636,1,,,0
49344,4,38,778,778.99,121056.036,1,,,0
49345,4,38,779,779.99,121211.436,1,,,0
49346,4,38,780,780.99,121366.836,1,,,0
49347,4,38,781,781.99,121522.236,1,,,0
49348,4,38,782,782.99,121677.636,1,,,0
49349,4,38,783,783.99,121833.036,1,,,0
49350,4,38,784,784.99,121988.436,1,,,0
49351,4,38,785,785.99,122143.836,1,,,0
49352,4,38,786,786.99,122299.236,1,,,0
49353,4,38,787,787.99,122454.636,1,,,0
49354,4,38,788,788.99,122610.036,1,,,0
49355,4,38,789,789.99,122765.436,1,,,0
49356,4,38,790,790.99,122920.836,1,,,0
49357,4,38,791,791.99,123076.236,1,,,0
49358,4,38,792,792.99,123231.636,1,,,0
49359,4,38,793,793.99,123387.036,1,,,0
49360,4,38,794,794.99,123542.436,1,,,0
49361,4,38,795,795.99,123697.836,1,,,0
49362,4,38,796,796.99,123853.236,1,,,0
49363,4,38,797,797.99,124008.636,1,,,0
49364,4,38,798,798.99,124164.036,1,,,0
49365,4,38,799,799.99,124319.436,1,,,0
49366,4,38,800,800.99,124474.836,1,,,0
49367,4,38,801,801.99,124630.236,1,,,0
49368,4,38,802,802.99,124785.636,1,,,0
49369,4,38,803,803.99,124941.036,1,,,0
49370,4,38,804,804.99,125096.436,1,,,0
49371,4,38,805,805.99,125251.836,1,,,0
49372,4,38,806,806.99,125407.236,1,,,0
49373,4,38,807,807.99,125562.636,1,,,0
49374,4,38,808,808.99,125718.036,1,,,0
49375,4,38,809,809.99,125873.436,1,,,0
49376,4,38,810,810.99,126028.836,1,,,0
49377,4,38,811,811.99,126184.236,1,,,0
49378,4,38,812,812.99,126339.636,1,,,0
49379,4,38,813,813.99,126495.036,1,,,0
49380,4,38,814,814.99,126650.436,1,,,0
49381,4,38,815,815.99,126805.836,1,,,0
49382,4,38,816,816.99,126961.236,1,,,0
49383,4,38,817,817.99,127116.636,1,,,0
49384,4,38,818,818.99,127272.036,1,,,0
49385,4,38,819,819.99,127427.436,1,,,0
49386,4,38,820,820.99,127582.836,1,,,0
49387,4,38,821,821.99,127738.236,1,,,0
49388,4,38,822,822.99,127893.636,1,,,0
49389,4,38,823,823.99,128049.036,1,,,0
49390,4,38,824,824.99,128204.436,1,,,0
49391,4,38,825,825.99,128359.836,1,,,0
49392,4,38,826,826.99,128515.236,1,,,0
49393,4,38,827,827.99,128670.636,1,,,0
49394,4,38,828,828.99,128826.036,1,,,0
49395,4,38,829,829.99,128981.436,1,,,0
49396,4,38,830,830.99,129136.836,1,,,0
49397,4,38,831,831.99,129292.236,1,,,0
49398,4,38,832,832.99,129447.636,1,,,0
49399,4,38,833,833.99,129603.036,1,,,0
49400,4,38,834,834.99,129758.436,1,,,0
49401,4,38,835,835.99,129913.836,1,,,0
49402,4,38,836,836.99,130069.236,1,,,0
49403,4,38,837,837.99,130224.636,1,,,0
49404,4,38,838,838.99,130380.036,1,,,0
49405,4,38,839,839.99,130535.436,1,,,0
49406,4,38,840,840.99,130690.836,1,,,0
49407,4,38,841,841.99,130846.236,1,,,0
49408,4,38,842,842.99,131001.636,1,,,0
49409,4,38,843,843.99,131157.036,1,,,0
49410,4,38,844,844.99,131312.436,1,,,0
49411,4,38,845,845.99,131467.836,1,,,0
49412,4,38,846,846.99,131623.236,1,,,0
49413,4,38,847,847.99,131778.636,1,,,0
49414,4,38,848,848.99,131934.036,1,,,0
49415,4,38,849,849.99,132089.436,1,,,0
49416,4,38,850,850.99,132244.836,1,,,0
49417,4,38,851,851.99,132400.236,1,,,0
49418,4,38,852,852.99,132555.636,1,,,0
49419,4,38,853,853.99,132711.036,1,,,0
49420,4,38,854,854.99,132866.436,1,,,0
49421,4,38,855,855.99,133021.836,1,,,0
49422,4,38,856,856.99,133177.236,1,,,0
49423,4,38,857,857.99,133332.636,1,,,0
49424,4,38,858,858.99,133488.036,1,,,0
49425,4,38,859,859.99,133643.436,1,,,0
49426,4,38,860,860.99,133798.836,1,,,0
49427,4,38,861,861.99,133954.236,1,,,0
49428,4,38,862,862.99,134109.636,1,,,0
49429,4,38,863,863.99,134265.036,1,,,0
49430,4,38,864,864.99,134420.436,1,,,0
49431,4,38,865,865.99,134575.836,1,,,0
49432,4,38,866,866.99,134731.236,1,,,0
49433,4,38,867,867.99,134886.636,1,,,0
49434,4,38,868,868.99,135042.036,1,,,0
49435,4,38,869,869.99,135197.436,1,,,0
49436,4,38,870,870.99,135352.836,1,,,0
49437,4,38,871,871.99,135508.236,1,,,0
49438,4,38,872,872.99,135663.636,1,,,0
49439,4,38,873,873.99,135819.036,1,,,0
49440,4,38,874,874.99,135974.436,1,,,0
49441,4,38,875,875.99,136129.836,1,,,0
49442,4,38,876,876.99,136285.236,1,,,0
49443,4,38,877,877.99,136440.636,1,,,0
49444,4,38,878,878.99,136596.036,1,,,0
49445,4,38,879,879.99,136751.436,1,,,0
49446,4,38,880,880.99,136906.836,1,,,0
49447,4,38,881,881.99,137062.236,1,,,0
49448,4,38,882,882.99,137217.636,1,,,0
49449,4,38,883,883.99,137373.036,1,,,0
49450,4,38,884,884.99,137528.436,1,,,0
49451,4,38,885,885.99,137683.836,1,,,0
49452,4,38,886,886.99,137839.236,1,,,0
49453,4,38,887,887.99,137994.636,1,,,0
49454,4,38,888,888.99,138150.036,1,,,0
49455,4,38,889,889.99,138305.436,1,,,0
49456,4,38,890,890.99,138460.836,1,,,0
49457,4,38,891,891.99,138616.236,1,,,0
49458,4,38,892,892.99,138771.636,1,,,0
49459,4,38,893,893.99,138927.036,1,,,0
49460,4,38,894,894.99,139082.436,1,,,0
49461,4,38,895,895.99,139237.836,1,,,0
49462,4,38,896,896.99,139393.236,1,,,0
49463,4,38,897,897.99,139548.636,1,,,0
49464,4,38,898,898.99,139704.036,1,,,0
49465,4,38,899,899.99,139859.436,1,,,0
49466,4,38,900,900.99,140014.836,1,,,0
49467,4,38,901,901.99,140170.236,1,,,0
49468,4,38,902,902.99,140325.636,1,,,0
49469,4,38,903,903.99,140481.036,1,,,0
49470,4,38,904,904.99,140636.436,1,,,0
49471,4,38,905,905.99,140791.836,1,,,0
49472,4,38,906,906.99,140947.236,1,,,0
49473,4,38,907,907.99,141102.636,1,,,0
49474,4,38,908,908.99,141258.036,1,,,0
49475,4,38,909,909.99,141413.436,1,,,0
49476,4,38,910,910.99,141568.836,1,,,0
49477,4,38,911,911.99,141724.236,1,,,0
49478,4,38,912,912.99,141879.636,1,,,0
49479,4,38,913,913.99,142035.036,1,,,0
49480,4,38,914,914.99,142190.436,1,,,0
49481,4,38,915,915.99,142345.836,1,,,0
49482,4,38,916,916.99,142501.236,1,,,0
49483,4,38,917,917.99,142656.636,1,,,0
49484,4,38,918,918.99,142812.036,1,,,0
49485,4,38,919,919.99,142967.436,1,,,0
49486,4,38,920,920.99,143122.836,1,,,0
49487,4,38,921,921.99,143278.236,1,,,0
49488,4,38,922,922.99,143433.636,1,,,0
49489,4,38,923,923.99,143589.036,1,,,0
49490,4,38,924,924.99,143744.436,1,,,0
49491,4,38,925,925.99,143899.836,1,,,0
49492,4,38,926,926.99,144055.236,1,,,0
49493,4,38,927,927.99,144210.636,1,,,0
49494,4,38,928,928.99,144366.036,1,,,0
49495,4,38,929,929.99,144521.436,1,,,0
49496,4,38,930,930.99,144676.836,1,,,0
49497,4,38,931,931.99,144832.236,1,,,0
49498,4,38,932,932.99,144987.636,1,,,0
49499,4,38,933,933.99,145143.036,1,,,0
49500,4,38,934,934.99,145298.436,1,,,0
49501,4,38,935,935.99,145453.836,1,,,0
49502,4,38,936,936.99,145609.236,1,,,0
49503,4,38,937,937.99,145764.636,1,,,0
49504,4,38,938,938.99,145920.036,1,,,0
49505,4,38,939,939.99,146075.436,1,,,0
49506,4,38,940,940.99,146230.836,1,,,0
49507,4,38,941,941.99,146386.236,1,,,0
49508,4,38,942,942.99,146541.636,1,,,0
49509,4,38,943,943.99,146697.036,1,,,0
49510,4,38,944,944.99,146852.436,1,,,0
49511,4,38,945,945.99,147007.836,1,,,0
49512,4,38,946,946.99,147163.236,1,,,0
49513,4,38,947,947.99,147318.636,1,,,0
49514,4,38,948,948.99,147474.036,1,,,0
49515,4,38,949,949.99,147629.436,1,,,0
49516,4,38,950,950.99,147784.836,1,,,0
49517,4,38,951,951.99,147940.236,1,,,0
49518,4,38,952,952.99,148095.636,1,,,0
49519,4,38,953,953.99,148251.036,1,,,0
49520,4,38,954,954.99,148406.436,1,,,0
49521,4,38,955,955.99,148561.836,1,,,0
49522,4,38,956,956.99,148717.236,1,,,0
49523,4,38,957,957.99,148872.636,1,,,0
49524,4,38,958,958.99,149028.036,1,,,0
49525,4,38,959,959.99,149183.436,1,,,0
49526,4,38,960,960.99,149338.836,1,,,0
49527,4,38,961,961.99,149494.236,1,,,0
49528,4,38,962,962.99,149649.636,1,,,0
49529,4,38,963,963.99,149805.036,1,,,0
49530,4,38,964,964.99,149960.436,1,,,0
49531,4,38,965,965.99,150115.836,1,,,0
49532,4,38,966,966.99,150271.236,1,,,0
49533,4,38,967,967.99,150426.636,1,,,0
49534,4,38,968,968.99,150582.036,1,,,0
49535,4,38,969,969.99,150737.436,1,,,0
49536,4,38,970,970.99,150892.836,1,,,0
49537,4,38,971,971.99,151048.236,1,,,0
49538,4,38,972,972.99,151203.636,1,,,0
49539,4,38,973,973.99,151359.036,1,,,0
49540,4,38,974,974.99,151514.436,1,,,0
49541,4,38,975,975.99,151669.836,1,,,0
49542,4,38,976,976.99,151825.236,1,,,0
49543,4,38,977,977.99,151980.636,1,,,0
49544,4,38,978,978.99,152136.036,1,,,0
49545,4,38,979,979.99,152291.436,1,,,0
49546,4,38,980,980.99,152446.836,1,,,0
49547,4,38,981,981.99,152602.236,1,,,0
49548,4,38,982,982.99,152757.636,1,,,0
49549,4,38,983,983.99,152913.036,1,,,0
49550,4,38,984,984.99,153068.436,1,,,0
49551,4,38,985,985.99,153223.836,1,,,0
49552,4,38,986,986.99,153379.236,1,,,0
49553,4,38,987,987.99,153534.636,1,,,0
49554,4,38,988,988.99,153690.036,1,,,0
49555,4,38,989,989.99,153845.436,1,,,0
49556,4,38,990,990.99,154000.836,1,,,0
49557,4,38,991,991.99,154156.236,1,,,0
49558,4,38,992,992.99,154311.636,1,,,0
49559,4,38,993,993.99,154467.036,1,,,0
49560,4,38,994,994.99,154622.436,1,,,0
49561,4,38,995,995.99,154777.836,1,,,0
49562,4,38,996,996.99,154933.236,1,,,0
49563,4,38,997,997.99,155088.636,1,,,0
49564,4,38,998,998.99,155244.036,1,,,0
49565,4,38,999,999.99,155399.436,1,,,0
49566,4,38,1000,11000.99,1709554.836,1,,,0
