courier_zone_price_id,courier_id courier_zone_id,,from_kg,to_kg,price,status,date_added,date_modify,is_delete
50679,4,40,131,131.99,19403.52,1,,,0
50680,4,40,132,132.99,19550.52,1,,,0
50681,4,40,133,133.99,19697.52,1,,,0
50682,4,40,134,134.99,19844.52,1,,,0
50683,4,40,135,135.99,19991.52,1,,,0
50684,4,40,136,136.99,20138.52,1,,,0
50685,4,40,137,137.99,20285.52,1,,,0
50686,4,40,138,138.99,20432.52,1,,,0
50687,4,40,139,139.99,20579.52,1,,,0
50688,4,40,140,140.99,20726.52,1,,,0
50689,4,40,141,141.99,20873.52,1,,,0
50690,4,40,142,142.99,21020.52,1,,,0
50691,4,40,143,143.99,21167.52,1,,,0
50692,4,40,144,144.99,21314.52,1,,,0
50693,4,40,145,145.99,21461.52,1,,,0
50694,4,40,146,146.99,21608.52,1,,,0
50695,4,40,147,147.99,21755.52,1,,,0
50696,4,40,148,148.99,21902.52,1,,,0
50697,4,40,149,149.99,22049.52,1,,,0
50698,4,40,150,150.99,22196.52,1,,,0
50699,4,40,151,151.99,22343.52,1,,,0
50700,4,40,152,152.99,22490.52,1,,,0
50701,4,40,153,153.99,22637.52,1,,,0
50702,4,40,154,154.99,22784.52,1,,,0
50703,4,40,155,155.99,22931.52,1,,,0
50704,4,40,156,156.99,23078.52,1,,,0
50705,4,40,157,157.99,23225.52,1,,,0
50706,4,40,158,158.99,23372.52,1,,,0
50707,4,40,159,159.99,23519.52,1,,,0
50708,4,40,160,160.99,23666.52,1,,,0
50709,4,40,161,161.99,23813.52,1,,,0
50710,4,40,162,162.99,23960.52,1,,,0
50711,4,40,163,163.99,24107.52,1,,,0
50712,4,40,164,164.99,24254.52,1,,,0
50713,4,40,165,165.99,24401.52,1,,,0
50714,4,40,166,166.99,24548.52,1,,,0
50715,4,40,167,167.99,24695.52,1,,,0
50716,4,40,168,168.99,24842.52,1,,,0
50717,4,40,169,169.99,24989.52,1,,,0
50718,4,40,170,170.99,25136.52,1,,,0
50719,4,40,171,171.99,25283.52,1,,,0
50720,4,40,172,172.99,25430.52,1,,,0
50721,4,40,173,173.99,25577.52,1,,,0
50722,4,40,174,174.99,25724.52,1,,,0
50723,4,40,175,175.99,25871.52,1,,,0
50724,4,40,176,176.99,26018.52,1,,,0
50725,4,40,177,177.99,26165.52,1,,,0
50726,4,40,178,178.99,26312.52,1,,,0
50727,4,40,179,179.99,26459.52,1,,,0
50728,4,40,180,180.99,26606.52,1,,,0
50729,4,40,181,181.99,26753.52,1,,,0
50730,4,40,182,182.99,26900.52,1,,,0
50731,4,40,183,183.99,27047.52,1,,,0
50732,4,40,184,184.99,27194.52,1,,,0
50733,4,40,185,185.99,27341.52,1,,,0
50734,4,40,186,186.99,27488.52,1,,,0
50735,4,40,187,187.99,27635.52,1,,,0
50736,4,40,188,188.99,27782.52,1,,,0
50737,4,40,189,189.99,27929.52,1,,,0
50738,4,40,190,190.99,28076.52,1,,,0
50739,4,40,191,191.99,28223.52,1,,,0
50740,4,40,192,192.99,28370.52,1,,,0
50741,4,40,193,193.99,28517.52,1,,,0
50742,4,40,194,194.99,28664.52,1,,,0
50743,4,40,195,195.99,28811.52,1,,,0
50744,4,40,196,196.99,28958.52,1,,,0
50745,4,40,197,197.99,29105.52,1,,,0
50746,4,40,198,198.99,29252.52,1,,,0
50747,4,40,199,199.99,29399.52,1,,,0
50748,4,40,200,200.99,29546.52,1,,,0
50749,4,40,201,201.99,29693.52,1,,,0
50750,4,40,202,202.99,29840.52,1,,,0
50751,4,40,203,203.99,29987.52,1,,,0
50752,4,40,204,204.99,30134.52,1,,,0
50753,4,40,205,205.99,30281.52,1,,,0
50754,4,40,206,206.99,30428.52,1,,,0
50755,4,40,207,207.99,30575.52,1,,,0
50756,4,40,208,208.99,30722.52,1,,,0
50757,4,40,209,209.99,30869.52,1,,,0
50758,4,40,210,210.99,31016.52,1,,,0
50759,4,40,211,211.99,31163.52,1,,,0
50760,4,40,212,212.99,31310.52,1,,,0
50761,4,40,213,213.99,31457.52,1,,,0
50762,4,40,214,214.99,31604.52,1,,,0
50763,4,40,215,215.99,31751.52,1,,,0
50764,4,40,216,216.99,31898.52,1,,,0
50765,4,40,217,217.99,32045.52,1,,,0
50766,4,40,218,218.99,32192.52,1,,,0
50767,4,40,219,219.99,32339.52,1,,,0
50768,4,40,220,220.99,32486.52,1,,,0
50769,4,40,221,221.99,32633.52,1,,,0
50770,4,40,222,222.99,32780.52,1,,,0
50771,4,40,223,223.99,32927.52,1,,,0
50772,4,40,224,224.99,33074.52,1,,,0
50773,4,40,225,225.99,33221.52,1,,,0
50774,4,40,226,226.99,33368.52,1,,,0
50775,4,40,227,227.99,33515.52,1,,,0
50776,4,40,228,228.99,33662.52,1,,,0
50777,4,40,229,229.99,33809.52,1,,,0
50778,4,40,230,230.99,33956.52,1,,,0
50779,4,40,231,231.99,34103.52,1,,,0
50780,4,40,232,232.99,34250.52,1,,,0
50781,4,40,233,233.99,34397.52,1,,,0
50782,4,40,234,234.99,34544.52,1,,,0
50783,4,40,235,235.99,34691.52,1,,,0
50784,4,40,236,236.99,34838.52,1,,,0
50785,4,40,237,237.99,34985.52,1,,,0
50786,4,40,238,238.99,35132.52,1,,,0
50787,4,40,239,239.99,35279.52,1,,,0
50788,4,40,240,240.99,35426.52,1,,,0
50789,4,40,241,241.99,35573.52,1,,,0
50790,4,40,242,242.99,35720.52,1,,,0
50791,4,40,243,243.99,35867.52,1,,,0
50792,4,40,244,244.99,36014.52,1,,,0
50793,4,40,245,245.99,36161.52,1,,,0
50794,4,40,246,246.99,36308.52,1,,,0
50795,4,40,247,247.99,36455.52,1,,,0
50796,4,40,248,248.99,36602.52,1,,,0
50797,4,40,249,249.99,36749.52,1,,,0
50798,4,40,250,250.99,36896.52,1,,,0
50799,4,40,251,251.99,37043.52,1,,,0
50800,4,40,252,252.99,37190.52,1,,,0
50801,4,40,253,253.99,37337.52,1,,,0
50802,4,40,254,254.99,37484.52,1,,,0
50803,4,40,255,255.99,37631.52,1,,,0
50804,4,40,256,256.99,37778.52,1,,,0
50805,4,40,257,257.99,37925.52,1,,,0
50806,4,40,258,258.99,38072.52,1,,,0
50807,4,40,259,259.99,38219.52,1,,,0
50808,4,40,260,260.99,38366.52,1,,,0
50809,4,40,261,261.99,38513.52,1,,,0
50810,4,40,262,262.99,38660.52,1,,,0
50811,4,40,263,263.99,38807.52,1,,,0
50812,4,40,264,264.99,38954.52,1,,,0
50813,4,40,265,265.99,39101.52,1,,,0
50814,4,40,266,266.99,39248.52,1,,,0
50815,4,40,267,267.99,39395.52,1,,,0
50816,4,40,268,268.99,39542.52,1,,,0
50817,4,40,269,269.99,39689.52,1,,,0
50818,4,40,270,270.99,39836.52,1,,,0
50819,4,40,271,271.99,39983.52,1,,,0
50820,4,40,272,272.99,40130.52,1,,,0
50821,4,40,273,273.99,40277.52,1,,,0
50822,4,40,274,274.99,40424.52,1,,,0
50823,4,40,275,275.99,40571.52,1,,,0
50824,4,40,276,276.99,40718.52,1,,,0
50825,4,40,277,277.99,40865.52,1,,,0
50826,4,40,278,278.99,41012.52,1,,,0
50827,4,40,279,279.99,41159.52,1,,,0
50828,4,40,280,280.99,41306.52,1,,,0
50829,4,40,281,281.99,41453.52,1,,,0
50830,4,40,282,282.99,41600.52,1,,,0
50831,4,40,283,283.99,41747.52,1,,,0
50832,4,40,284,284.99,41894.52,1,,,0
50833,4,40,285,285.99,42041.52,1,,,0
50834,4,40,286,286.99,42188.52,1,,,0
50835,4,40,287,287.99,42335.52,1,,,0
50836,4,40,288,288.99,42482.52,1,,,0
50837,4,40,289,289.99,42629.52,1,,,0
50838,4,40,290,290.99,42776.52,1,,,0
50839,4,40,291,291.99,42923.52,1,,,0
50840,4,40,292,292.99,43070.52,1,,,0
50841,4,40,293,293.99,43217.52,1,,,0
50842,4,40,294,294.99,43364.52,1,,,0
50843,4,40,295,295.99,43511.52,1,,,0
50844,4,40,296,296.99,43658.52,1,,,0
50845,4,40,297,297.99,43805.52,1,,,0
50846,4,40,298,298.99,43952.52,1,,,0
50847,4,40,299,299.99,44099.52,1,,,0
50848,4,40,300,300.99,44246.52,1,,,0
50849,4,40,301,301.99,44393.52,1,,,0
50850,4,40,302,302.99,44540.52,1,,,0
50851,4,40,303,303.99,44687.52,1,,,0
50852,4,40,304,304.99,44834.52,1,,,0
50853,4,40,305,305.99,44981.52,1,,,0
50854,4,40,306,306.99,45128.52,1,,,0
50855,4,40,307,307.99,45275.52,1,,,0
50856,4,40,308,308.99,45422.52,1,,,0
50857,4,40,309,309.99,45569.52,1,,,0
50858,4,40,310,310.99,45716.52,1,,,0
50859,4,40,311,311.99,45863.52,1,,,0
50860,4,40,312,312.99,46010.52,1,,,0
50861,4,40,313,313.99,46157.52,1,,,0
50862,4,40,314,314.99,46304.52,1,,,0
50863,4,40,315,315.99,46451.52,1,,,0
50864,4,40,316,316.99,46598.52,1,,,0
50865,4,40,317,317.99,46745.52,1,,,0
50866,4,40,318,318.99,46892.52,1,,,0
50867,4,40,319,319.99,47039.52,1,,,0
50868,4,40,320,320.99,47186.52,1,,,0
50869,4,40,321,321.99,47333.52,1,,,0
50870,4,40,322,322.99,47480.52,1,,,0
50871,4,40,323,323.99,47627.52,1,,,0
50872,4,40,324,324.99,47774.52,1,,,0
50873,4,40,325,325.99,47921.52,1,,,0
50874,4,40,326,326.99,48068.52,1,,,0
50875,4,40,327,327.99,48215.52,1,,,0
50876,4,40,328,328.99,48362.52,1,,,0
50877,4,40,329,329.99,48509.52,1,,,0
50878,4,40,330,330.99,48656.52,1,,,0
50879,4,40,331,331.99,48803.52,1,,,0
50880,4,40,332,332.99,48950.52,1,,,0
50881,4,40,333,333.99,49097.52,1,,,0
50882,4,40,334,334.99,49244.52,1,,,0
50883,4,40,335,335.99,49391.52,1,,,0
50884,4,40,336,336.99,49538.52,1,,,0
50885,4,40,337,337.99,49685.52,1,,,0
50886,4,40,338,338.99,49832.52,1,,,0
50887,4,40,339,339.99,49979.52,1,,,0
50888,4,40,340,340.99,50126.52,1,,,0
50889,4,40,341,341.99,50273.52,1,,,0
50890,4,40,342,342.99,50420.52,1,,,0
50891,4,40,343,343.99,50567.52,1,,,0
50892,4,40,344,344.99,50714.52,1,,,0
50893,4,40,345,345.99,50861.52,1,,,0
50894,4,40,346,346.99,51008.52,1,,,0
50895,4,40,347,347.99,51155.52,1,,,0
50896,4,40,348,348.99,51302.52,1,,,0
50897,4,40,349,349.99,51449.52,1,,,0
50898,4,40,350,350.99,51596.52,1,,,0
50899,4,40,351,351.99,51743.52,1,,,0
50900,4,40,352,352.99,51890.52,1,,,0
50901,4,40,353,353.99,52037.52,1,,,0
50902,4,40,354,354.99,52184.52,1,,,0
50903,4,40,355,355.99,52331.52,1,,,0
50904,4,40,356,356.99,52478.52,1,,,0
50905,4,40,357,357.99,52625.52,1,,,0
50906,4,40,358,358.99,52772.52,1,,,0
50907,4,40,359,359.99,52919.52,1,,,0
50908,4,40,360,360.99,53066.52,1,,,0
50909,4,40,361,361.99,53213.52,1,,,0
50910,4,40,362,362.99,53360.52,1,,,0
50911,4,40,363,363.99,53507.52,1,,,0
50912,4,40,364,364.99,53654.52,1,,,0
50913,4,40,365,365.99,53801.52,1,,,0
50914,4,40,366,366.99,53948.52,1,,,0
50915,4,40,367,367.99,54095.52,1,,,0
50916,4,40,368,368.99,54242.52,1,,,0
50917,4,40,369,369.99,54389.52,1,,,0
50918,4,40,370,370.99,54536.52,1,,,0
50919,4,40,371,371.99,54683.52,1,,,0
50920,4,40,372,372.99,54830.52,1,,,0
50921,4,40,373,373.99,54977.52,1,,,0
50922,4,40,374,374.99,55124.52,1,,,0
50923,4,40,375,375.99,55271.52,1,,,0
50924,4,40,376,376.99,55418.52,1,,,0
50925,4,40,377,377.99,55565.52,1,,,0
50926,4,40,378,378.99,55712.52,1,,,0
50927,4,40,379,379.99,55859.52,1,,,0
50928,4,40,380,380.99,56006.52,1,,,0
50929,4,40,381,381.99,56153.52,1,,,0
50930,4,40,382,382.99,56300.52,1,,,0
50931,4,40,383,383.99,56447.52,1,,,0
50932,4,40,384,384.99,56594.52,1,,,0
50933,4,40,385,385.99,56741.52,1,,,0
50934,4,40,386,386.99,56888.52,1,,,0
50935,4,40,387,387.99,57035.52,1,,,0
50936,4,40,388,388.99,57182.52,1,,,0
50937,4,40,389,389.99,57329.52,1,,,0
50938,4,40,390,390.99,57476.52,1,,,0
50939,4,40,391,391.99,57623.52,1,,,0
50940,4,40,392,392.99,57770.52,1,,,0
50941,4,40,393,393.99,57917.52,1,,,0
50942,4,40,394,394.99,58064.52,1,,,0
50943,4,40,395,395.99,58211.52,1,,,0
50944,4,40,396,396.99,58358.52,1,,,0
50945,4,40,397,397.99,58505.52,1,,,0
50946,4,40,398,398.99,58652.52,1,,,0
50947,4,40,399,399.99,58799.52,1,,,0
50948,4,40,400,400.99,58946.52,1,,,0
50949,4,40,401,401.99,59093.52,1,,,0
50950,4,40,402,402.99,59240.52,1,,,0
50951,4,40,403,403.99,59387.52,1,,,0
50952,4,40,404,404.99,59534.52,1,,,0
50953,4,40,405,405.99,59681.52,1,,,0
50954,4,40,406,406.99,59828.52,1,,,0
50955,4,40,407,407.99,59975.52,1,,,0
50956,4,40,408,408.99,60122.52,1,,,0
50957,4,40,409,409.99,60269.52,1,,,0
50958,4,40,410,410.99,60416.52,1,,,0
50959,4,40,411,411.99,60563.52,1,,,0
50960,4,40,412,412.99,60710.52,1,,,0
50961,4,40,413,413.99,60857.52,1,,,0
50962,4,40,414,414.99,61004.52,1,,,0
50963,4,40,415,415.99,61151.52,1,,,0
50964,4,40,416,416.99,61298.52,1,,,0
50965,4,40,417,417.99,61445.52,1,,,0
50966,4,40,418,418.99,61592.52,1,,,0
50967,4,40,419,419.99,61739.52,1,,,0
50968,4,40,420,420.99,61886.52,1,,,0
50969,4,40,421,421.99,62033.52,1,,,0
50970,4,40,422,422.99,62180.52,1,,,0
50971,4,40,423,423.99,62327.52,1,,,0
50972,4,40,424,424.99,62474.52,1,,,0
50973,4,40,425,425.99,62621.52,1,,,0
50974,4,40,426,426.99,62768.52,1,,,0
50975,4,40,427,427.99,62915.52,1,,,0
50976,4,40,428,428.99,63062.52,1,,,0
50977,4,40,429,429.99,63209.52,1,,,0
50978,4,40,430,430.99,63356.52,1,,,0
50979,4,40,431,431.99,63503.52,1,,,0
50980,4,40,432,432.99,63650.52,1,,,0
50981,4,40,433,433.99,63797.52,1,,,0
50982,4,40,434,434.99,63944.52,1,,,0
50983,4,40,435,435.99,64091.52,1,,,0
50984,4,40,436,436.99,64238.52,1,,,0
50985,4,40,437,437.99,64385.52,1,,,0
50986,4,40,438,438.99,64532.52,1,,,0
50987,4,40,439,439.99,64679.52,1,,,0
50988,4,40,440,440.99,64826.52,1,,,0
50989,4,40,441,441.99,64973.52,1,,,0
50990,4,40,442,442.99,65120.52,1,,,0
50991,4,40,443,443.99,65267.52,1,,,0
50992,4,40,444,444.99,65414.52,1,,,0
50993,4,40,445,445.99,65561.52,1,,,0
50994,4,40,446,446.99,65708.52,1,,,0
50995,4,40,447,447.99,65855.52,1,,,0
50996,4,40,448,448.99,66002.52,1,,,0
50997,4,40,449,449.99,66149.52,1,,,0
50998,4,40,450,450.99,66296.52,1,,,0
50999,4,40,451,451.99,66443.52,1,,,0
51000,4,40,452,452.99,66590.52,1,,,0
51001,4,40,453,453.99,66737.52,1,,,0
51002,4,40,454,454.99,66884.52,1,,,0
51003,4,40,455,455.99,67031.52,1,,,0
51004,4,40,456,456.99,67178.52,1,,,0
51005,4,40,457,457.99,67325.52,1,,,0
51006,4,40,458,458.99,67472.52,1,,,0
51007,4,40,459,459.99,67619.52,1,,,0
51008,4,40,460,460.99,67766.52,1,,,0
51009,4,40,461,461.99,67913.52,1,,,0
51010,4,40,462,462.99,68060.52,1,,,0
51011,4,40,463,463.99,68207.52,1,,,0
51012,4,40,464,464.99,68354.52,1,,,0
51013,4,40,465,465.99,68501.52,1,,,0
51014,4,40,466,466.99,68648.52,1,,,0
51015,4,40,467,467.99,68795.52,1,,,0
51016,4,40,468,468.99,68942.52,1,,,0
51017,4,40,469,469.99,69089.52,1,,,0
51018,4,40,470,470.99,69236.52,1,,,0
51019,4,40,471,471.99,69383.52,1,,,0
51020,4,40,472,472.99,69530.52,1,,,0
51021,4,40,473,473.99,69677.52,1,,,0
51022,4,40,474,474.99,69824.52,1,,,0
51023,4,40,475,475.99,69971.52,1,,,0
51024,4,40,476,476.99,70118.52,1,,,0
51025,4,40,477,477.99,70265.52,1,,,0
51026,4,40,478,478.99,70412.52,1,,,0
51027,4,40,479,479.99,70559.52,1,,,0
51028,4,40,480,480.99,70706.52,1,,,0
51029,4,40,481,481.99,70853.52,1,,,0
51030,4,40,482,482.99,71000.52,1,,,0
51031,4,40,483,483.99,71147.52,1,,,0
51032,4,40,484,484.99,71294.52,1,,,0
51033,4,40,485,485.99,71441.52,1,,,0
51034,4,40,486,486.99,71588.52,1,,,0
51035,4,40,487,487.99,71735.52,1,,,0
51036,4,40,488,488.99,71882.52,1,,,0
51037,4,40,489,489.99,72029.52,1,,,0
51038,4,40,490,490.99,72176.52,1,,,0
51039,4,40,491,491.99,72323.52,1,,,0
51040,4,40,492,492.99,72470.52,1,,,0
51041,4,40,493,493.99,72617.52,1,,,0
51042,4,40,494,494.99,72764.52,1,,,0
51043,4,40,495,495.99,72911.52,1,,,0
51044,4,40,496,496.99,73058.52,1,,,0
51045,4,40,497,497.99,73205.52,1,,,0
51046,4,40,498,498.99,73352.52,1,,,0
51047,4,40,499,499.99,73499.52,1,,,0
51048,4,40,500,500.99,73646.52,1,,,0
51049,4,40,501,501.99,73793.52,1,,,0
51050,4,40,502,502.99,73940.52,1,,,0
51051,4,40,503,503.99,74087.52,1,,,0
51052,4,40,504,504.99,74234.52,1,,,0
51053,4,40,505,505.99,74381.52,1,,,0
51054,4,40,506,506.99,74528.52,1,,,0
51055,4,40,507,507.99,74675.52,1,,,0
51056,4,40,508,508.99,74822.52,1,,,0
51057,4,40,509,509.99,74969.52,1,,,0
51058,4,40,510,510.99,75116.52,1,,,0
51059,4,40,511,511.99,75263.52,1,,,0
51060,4,40,512,512.99,75410.52,1,,,0
51061,4,40,513,513.99,75557.52,1,,,0
51062,4,40,514,514.99,75704.52,1,,,0
51063,4,40,515,515.99,75851.52,1,,,0
51064,4,40,516,516.99,75998.52,1,,,0
51065,4,40,517,517.99,76145.52,1,,,0
51066,4,40,518,518.99,76292.52,1,,,0
51067,4,40,519,519.99,76439.52,1,,,0
51068,4,40,520,520.99,76586.52,1,,,0
51069,4,40,521,521.99,76733.52,1,,,0
51070,4,40,522,522.99,76880.52,1,,,0
51071,4,40,523,523.99,77027.52,1,,,0
51072,4,40,524,524.99,77174.52,1,,,0
51073,4,40,525,525.99,77321.52,1,,,0
51074,4,40,526,526.99,77468.52,1,,,0
51075,4,40,527,527.99,77615.52,1,,,0
51076,4,40,528,528.99,77762.52,1,,,0
51077,4,40,529,529.99,77909.52,1,,,0
51078,4,40,530,530.99,78056.52,1,,,0
51079,4,40,531,531.99,78203.52,1,,,0
51080,4,40,532,532.99,78350.52,1,,,0
51081,4,40,533,533.99,78497.52,1,,,0
51082,4,40,534,534.99,78644.52,1,,,0
51083,4,40,535,535.99,78791.52,1,,,0
51084,4,40,536,536.99,78938.52,1,,,0
51085,4,40,537,537.99,79085.52,1,,,0
51086,4,40,538,538.99,79232.52,1,,,0
51087,4,40,539,539.99,79379.52,1,,,0
51088,4,40,540,540.99,79526.52,1,,,0
51089,4,40,541,541.99,79673.52,1,,,0
51090,4,40,542,542.99,79820.52,1,,,0
51091,4,40,543,543.99,79967.52,1,,,0
51092,4,40,544,544.99,80114.52,1,,,0
51093,4,40,545,545.99,80261.52,1,,,0
51094,4,40,546,546.99,80408.52,1,,,0
51095,4,40,547,547.99,80555.52,1,,,0
51096,4,40,548,548.99,80702.52,1,,,0
51097,4,40,549,549.99,80849.52,1,,,0
51098,4,40,550,550.99,80996.52,1,,,0
51099,4,40,551,551.99,81143.52,1,,,0
51100,4,40,552,552.99,81290.52,1,,,0
51101,4,40,553,553.99,81437.52,1,,,0
51102,4,40,554,554.99,81584.52,1,,,0
51103,4,40,555,555.99,81731.52,1,,,0
51104,4,40,556,556.99,81878.52,1,,,0
51105,4,40,557,557.99,82025.52,1,,,0
51106,4,40,558,558.99,82172.52,1,,,0
51107,4,40,559,559.99,82319.52,1,,,0
51108,4,40,560,560.99,82466.52,1,,,0
51109,4,40,561,561.99,82613.52,1,,,0
51110,4,40,562,562.99,82760.52,1,,,0
51111,4,40,563,563.99,82907.52,1,,,0
51112,4,40,564,564.99,83054.52,1,,,0
51113,4,40,565,565.99,83201.52,1,,,0
51114,4,40,566,566.99,83348.52,1,,,0
51115,4,40,567,567.99,83495.52,1,,,0
51116,4,40,568,568.99,83642.52,1,,,0
51117,4,40,569,569.99,83789.52,1,,,0
51118,4,40,570,570.99,83936.52,1,,,0
51119,4,40,571,571.99,84083.52,1,,,0
51120,4,40,572,572.99,84230.52,1,,,0
51121,4,40,573,573.99,84377.52,1,,,0
51122,4,40,574,574.99,84524.52,1,,,0
51123,4,40,575,575.99,84671.52,1,,,0
51124,4,40,576,576.99,84818.52,1,,,0
51125,4,40,577,577.99,84965.52,1,,,0
51126,4,40,578,578.99,85112.52,1,,,0
51127,4,40,579,579.99,85259.52,1,,,0
51128,4,40,580,580.99,85406.52,1,,,0
51129,4,40,581,581.99,85553.52,1,,,0
51130,4,40,582,582.99,85700.52,1,,,0
51131,4,40,583,583.99,85847.52,1,,,0
51132,4,40,584,584.99,85994.52,1,,,0
51133,4,40,585,585.99,86141.52,1,,,0
51134,4,40,586,586.99,86288.52,1,,,0
51135,4,40,587,587.99,86435.52,1,,,0
51136,4,40,588,588.99,86582.52,1,,,0
