courier_price_id,courier_id,couried_zone_id,from_kg,to_kg,price,status,date_added,date_modify,is_delete
50138,4,39,581,581.99,95330.952,1,,,0
50139,4,39,582,582.99,95494.752,1,,,0
50140,4,39,583,583.99,95658.552,1,,,0
50141,4,39,584,584.99,95822.352,1,,,0
50142,4,39,585,585.99,95986.152,1,,,0
50143,4,39,586,586.99,96149.952,1,,,0
50144,4,39,587,587.99,96313.752,1,,,0
50145,4,39,588,588.99,96477.552,1,,,0
50146,4,39,589,589.99,96641.352,1,,,0
50147,4,39,590,590.99,96805.152,1,,,0
50148,4,39,591,591.99,96968.952,1,,,0
50149,4,39,592,592.99,97132.752,1,,,0
50150,4,39,593,593.99,97296.552,1,,,0
50151,4,39,594,594.99,97460.352,1,,,0
50152,4,39,595,595.99,97624.152,1,,,0
50153,4,39,596,596.99,97787.952,1,,,0
50154,4,39,597,597.99,97951.752,1,,,0
50155,4,39,598,598.99,98115.552,1,,,0
50156,4,39,599,599.99,98279.352,1,,,0
50157,4,39,600,600.99,98443.152,1,,,0
50158,4,39,601,601.99,98606.952,1,,,0
50159,4,39,602,602.99,98770.752,1,,,0
50160,4,39,603,603.99,98934.552,1,,,0
50161,4,39,604,604.99,99098.352,1,,,0
50162,4,39,605,605.99,99262.152,1,,,0
50163,4,39,606,606.99,99425.952,1,,,0
50164,4,39,607,607.99,99589.752,1,,,0
50165,4,39,608,608.99,99753.552,1,,,0
50166,4,39,609,609.99,99917.352,1,,,0
50167,4,39,610,610.99,100081.152,1,,,0
50168,4,39,611,611.99,100244.952,1,,,0
50169,4,39,612,612.99,100408.752,1,,,0
50170,4,39,613,613.99,100572.552,1,,,0
50171,4,39,614,614.99,100736.352,1,,,0
50172,4,39,615,615.99,100900.152,1,,,0
50173,4,39,616,616.99,101063.952,1,,,0
50174,4,39,617,617.99,101227.752,1,,,0
50175,4,39,618,618.99,101391.552,1,,,0
50176,4,39,619,619.99,101555.352,1,,,0
50177,4,39,620,620.99,101719.152,1,,,0
50178,4,39,621,621.99,101882.952,1,,,0
50179,4,39,622,622.99,102046.752,1,,,0
50180,4,39,623,623.99,102210.552,1,,,0
50181,4,39,624,624.99,102374.352,1,,,0
50182,4,39,625,625.99,102538.152,1,,,0
50183,4,39,626,626.99,102701.952,1,,,0
50184,4,39,627,627.99,102865.752,1,,,0
50185,4,39,628,628.99,103029.552,1,,,0
50186,4,39,629,629.99,103193.352,1,,,0
50187,4,39,630,630.99,103357.152,1,,,0
50188,4,39,631,631.99,103520.952,1,,,0
50189,4,39,632,632.99,103684.752,1,,,0
50190,4,39,633,633.99,103848.552,1,,,0
50191,4,39,634,634.99,104012.352,1,,,0
50192,4,39,635,635.99,104176.152,1,,,0
50193,4,39,636,636.99,104339.952,1,,,0
50194,4,39,637,637.99,104503.752,1,,,0
50195,4,39,638,638.99,104667.552,1,,,0
50196,4,39,639,639.99,104831.352,1,,,0
50197,4,39,640,640.99,104995.152,1,,,0
50198,4,39,641,641.99,105158.952,1,,,0
50199,4,39,642,642.99,105322.752,1,,,0
50200,4,39,643,643.99,105486.552,1,,,0
50201,4,39,644,644.99,105650.352,1,,,0
50202,4,39,645,645.99,105814.152,1,,,0
50203,4,39,646,646.99,105977.952,1,,,0
50204,4,39,647,647.99,106141.752,1,,,0
50205,4,39,648,648.99,106305.552,1,,,0
50206,4,39,649,649.99,106469.352,1,,,0
50207,4,39,650,650.99,106633.152,1,,,0
50208,4,39,651,651.99,106796.952,1,,,0
50209,4,39,652,652.99,106960.752,1,,,0
50210,4,39,653,653.99,107124.552,1,,,0
50211,4,39,654,654.99,107288.352,1,,,0
50212,4,39,655,655.99,107452.152,1,,,0
50213,4,39,656,656.99,107615.952,1,,,0
50214,4,39,657,657.99,107779.752,1,,,0
50215,4,39,658,658.99,107943.552,1,,,0
50216,4,39,659,659.99,108107.352,1,,,0
50217,4,39,660,660.99,108271.152,1,,,0
50218,4,39,661,661.99,108434.952,1,,,0
50219,4,39,662,662.99,108598.752,1,,,0
50220,4,39,663,663.99,108762.552,1,,,0
50221,4,39,664,664.99,108926.352,1,,,0
50222,4,39,665,665.99,109090.152,1,,,0
50223,4,39,666,666.99,109253.952,1,,,0
50224,4,39,667,667.99,109417.752,1,,,0
50225,4,39,668,668.99,109581.552,1,,,0
50226,4,39,669,669.99,109745.352,1,,,0
50227,4,39,670,670.99,109909.152,1,,,0
50228,4,39,671,671.99,110072.952,1,,,0
50229,4,39,672,672.99,110236.752,1,,,0
50230,4,39,673,673.99,110400.552,1,,,0
50231,4,39,674,674.99,110564.352,1,,,0
50232,4,39,675,675.99,110728.152,1,,,0
50233,4,39,676,676.99,110891.952,1,,,0
50234,4,39,677,677.99,111055.752,1,,,0
50235,4,39,678,678.99,111219.552,1,,,0
50236,4,39,679,679.99,111383.352,1,,,0
50237,4,39,680,680.99,111547.152,1,,,0
50238,4,39,681,681.99,111710.952,1,,,0
50239,4,39,682,682.99,111874.752,1,,,0
50240,4,39,683,683.99,112038.552,1,,,0
50241,4,39,684,684.99,112202.352,1,,,0
50242,4,39,685,685.99,112366.152,1,,,0
50243,4,39,686,686.99,112529.952,1,,,0
50244,4,39,687,687.99,112693.752,1,,,0
50245,4,39,688,688.99,112857.552,1,,,0
50246,4,39,689,689.99,113021.352,1,,,0
50247,4,39,690,690.99,113185.152,1,,,0
50248,4,39,691,691.99,113348.952,1,,,0
50249,4,39,692,692.99,113512.752,1,,,0
50250,4,39,693,693.99,113676.552,1,,,0
50251,4,39,694,694.99,113840.352,1,,,0
50252,4,39,695,695.99,114004.152,1,,,0
50253,4,39,696,696.99,114167.952,1,,,0
50254,4,39,697,697.99,114331.752,1,,,0
50255,4,39,698,698.99,114495.552,1,,,0
50256,4,39,699,699.99,114659.352,1,,,0
50257,4,39,700,700.99,114823.152,1,,,0
50258,4,39,701,701.99,114986.952,1,,,0
50259,4,39,702,702.99,115150.752,1,,,0
50260,4,39,703,703.99,115314.552,1,,,0
50261,4,39,704,704.99,115478.352,1,,,0
50262,4,39,705,705.99,115642.152,1,,,0
50263,4,39,706,706.99,115805.952,1,,,0
50264,4,39,707,707.99,115969.752,1,,,0
50265,4,39,708,708.99,116133.552,1,,,0
50266,4,39,709,709.99,116297.352,1,,,0
50267,4,39,710,710.99,116461.152,1,,,0
50268,4,39,711,711.99,116624.952,1,,,0
50269,4,39,712,712.99,116788.752,1,,,0
50270,4,39,713,713.99,116952.552,1,,,0
50271,4,39,714,714.99,117116.352,1,,,0
50272,4,39,715,715.99,117280.152,1,,,0
50273,4,39,716,716.99,117443.952,1,,,0
50274,4,39,717,717.99,117607.752,1,,,0
50275,4,39,718,718.99,117771.552,1,,,0
50276,4,39,719,719.99,117935.352,1,,,0
50277,4,39,720,720.99,118099.152,1,,,0
50278,4,39,721,721.99,118262.952,1,,,0
50279,4,39,722,722.99,118426.752,1,,,0
50280,4,39,723,723.99,118590.552,1,,,0
50281,4,39,724,724.99,118754.352,1,,,0
50282,4,39,725,725.99,118918.152,1,,,0
50283,4,39,726,726.99,119081.952,1,,,0
50284,4,39,727,727.99,119245.752,1,,,0
50285,4,39,728,728.99,119409.552,1,,,0
50286,4,39,729,729.99,119573.352,1,,,0
50287,4,39,730,730.99,119737.152,1,,,0
50288,4,39,731,731.99,119900.952,1,,,0
50289,4,39,732,732.99,120064.752,1,,,0
50290,4,39,733,733.99,120228.552,1,,,0
50291,4,39,734,734.99,120392.352,1,,,0
50292,4,39,735,735.99,120556.152,1,,,0
50293,4,39,736,736.99,120719.952,1,,,0
50294,4,39,737,737.99,120883.752,1,,,0
50295,4,39,738,738.99,121047.552,1,,,0
50296,4,39,739,739.99,121211.352,1,,,0
50297,4,39,740,740.99,121375.152,1,,,0
50298,4,39,741,741.99,121538.952,1,,,0
50299,4,39,742,742.99,121702.752,1,,,0
50300,4,39,743,743.99,121866.552,1,,,0
50301,4,39,744,744.99,122030.352,1,,,0
50302,4,39,745,745.99,122194.152,1,,,0
50303,4,39,746,746.99,122357.952,1,,,0
50304,4,39,747,747.99,122521.752,1,,,0
50305,4,39,748,748.99,122685.552,1,,,0
50306,4,39,749,749.99,122849.352,1,,,0
50307,4,39,750,750.99,123013.152,1,,,0
50308,4,39,751,751.99,123176.952,1,,,0
50309,4,39,752,752.99,123340.752,1,,,0
50310,4,39,753,753.99,123504.552,1,,,0
50311,4,39,754,754.99,123668.352,1,,,0
50312,4,39,755,755.99,123832.152,1,,,0
50313,4,39,756,756.99,123995.952,1,,,0
50314,4,39,757,757.99,124159.752,1,,,0
50315,4,39,758,758.99,124323.552,1,,,0
50316,4,39,759,759.99,124487.352,1,,,0
50317,4,39,760,760.99,124651.152,1,,,0
50318,4,39,761,761.99,124814.952,1,,,0
50319,4,39,762,762.99,124978.752,1,,,0
50320,4,39,763,763.99,125142.552,1,,,0
50321,4,39,764,764.99,125306.352,1,,,0
50322,4,39,765,765.99,125470.152,1,,,0
50323,4,39,766,766.99,125633.952,1,,,0
50324,4,39,767,767.99,125797.752,1,,,0
50325,4,39,768,768.99,125961.552,1,,,0
50326,4,39,769,769.99,126125.352,1,,,0
50327,4,39,770,770.99,126289.152,1,,,0
50328,4,39,771,771.99,126452.952,1,,,0
50329,4,39,772,772.99,126616.752,1,,,0
50330,4,39,773,773.99,126780.552,1,,,0
50331,4,39,774,774.99,126944.352,1,,,0
50332,4,39,775,775.99,127108.152,1,,,0
50333,4,39,776,776.99,127271.952,1,,,0
50334,4,39,777,777.99,127435.752,1,,,0
50335,4,39,778,778.99,127599.552,1,,,0
50336,4,39,779,779.99,127763.352,1,,,0
50337,4,39,780,780.99,127927.152,1,,,0
50338,4,39,781,781.99,128090.952,1,,,0
50339,4,39,782,782.99,128254.752,1,,,0
50340,4,39,783,783.99,128418.552,1,,,0
50341,4,39,784,784.99,128582.352,1,,,0
50342,4,39,785,785.99,128746.152,1,,,0
50343,4,39,786,786.99,128909.952,1,,,0
50344,4,39,787,787.99,129073.752,1,,,0
50345,4,39,788,788.99,129237.552,1,,,0
50346,4,39,789,789.99,129401.352,1,,,0
50347,4,39,790,790.99,129565.152,1,,,0
50348,4,39,791,791.99,129728.952,1,,,0
50349,4,39,792,792.99,129892.752,1,,,0
50350,4,39,793,793.99,130056.552,1,,,0
50351,4,39,794,794.99,130220.352,1,,,0
50352,4,39,795,795.99,130384.152,1,,,0
50353,4,39,796,796.99,130547.952,1,,,0
50354,4,39,797,797.99,130711.752,1,,,0
50355,4,39,798,798.99,130875.552,1,,,0
50356,4,39,799,799.99,131039.352,1,,,0
50357,4,39,800,800.99,131203.152,1,,,0
50358,4,39,801,801.99,131366.952,1,,,0
50359,4,39,802,802.99,131530.752,1,,,0
50360,4,39,803,803.99,131694.552,1,,,0
50361,4,39,804,804.99,131858.352,1,,,0
50362,4,39,805,805.99,132022.152,1,,,0
50363,4,39,806,806.99,132185.952,1,,,0
50364,4,39,807,807.99,132349.752,1,,,0
50365,4,39,808,808.99,132513.552,1,,,0
50366,4,39,809,809.99,132677.352,1,,,0
50367,4,39,810,810.99,132841.152,1,,,0
50368,4,39,811,811.99,133004.952,1,,,0
50369,4,39,812,812.99,133168.752,1,,,0
50370,4,39,813,813.99,133332.552,1,,,0
50371,4,39,814,814.99,133496.352,1,,,0
50372,4,39,815,815.99,133660.152,1,,,0
50373,4,39,816,816.99,133823.952,1,,,0
50374,4,39,817,817.99,133987.752,1,,,0
50375,4,39,818,818.99,134151.552,1,,,0
50376,4,39,819,819.99,134315.352,1,,,0
50377,4,39,820,820.99,134479.152,1,,,0
50378,4,39,821,821.99,134642.952,1,,,0
50379,4,39,822,822.99,134806.752,1,,,0
50380,4,39,823,823.99,134970.552,1,,,0
50381,4,39,824,824.99,135134.352,1,,,0
50382,4,39,825,825.99,135298.152,1,,,0
50383,4,39,826,826.99,135461.952,1,,,0
50384,4,39,827,827.99,135625.752,1,,,0
50385,4,39,828,828.99,135789.552,1,,,0
50386,4,39,829,829.99,135953.352,1,,,0
50387,4,39,830,830.99,136117.152,1,,,0
50388,4,39,831,831.99,136280.952,1,,,0
50389,4,39,832,832.99,136444.752,1,,,0
50390,4,39,833,833.99,136608.552,1,,,0
50391,4,39,834,834.99,136772.352,1,,,0
50392,4,39,835,835.99,136936.152,1,,,0
50393,4,39,836,836.99,137099.952,1,,,0
50394,4,39,837,837.99,137263.752,1,,,0
50395,4,39,838,838.99,137427.552,1,,,0
50396,4,39,839,839.99,137591.352,1,,,0
50397,4,39,840,840.99,137755.152,1,,,0
50398,4,39,841,841.99,137918.952,1,,,0
50399,4,39,842,842.99,138082.752,1,,,0
50400,4,39,843,843.99,138246.552,1,,,0
50401,4,39,844,844.99,138410.352,1,,,0
50402,4,39,845,845.99,138574.152,1,,,0
50403,4,39,846,846.99,138737.952,1,,,0
50404,4,39,847,847.99,138901.752,1,,,0
50405,4,39,848,848.99,139065.552,1,,,0
50406,4,39,849,849.99,139229.352,1,,,0
50407,4,39,850,850.99,139393.152,1,,,0
50408,4,39,851,851.99,139556.952,1,,,0
50409,4,39,852,852.99,139720.752,1,,,0
50410,4,39,853,853.99,139884.552,1,,,0
50411,4,39,854,854.99,140048.352,1,,,0
50412,4,39,855,855.99,140212.152,1,,,0
50413,4,39,856,856.99,140375.952,1,,,0
50414,4,39,857,857.99,140539.752,1,,,0
50415,4,39,858,858.99,140703.552,1,,,0
50416,4,39,859,859.99,140867.352,1,,,0
50417,4,39,860,860.99,141031.152,1,,,0
50418,4,39,861,861.99,141194.952,1,,,0
50419,4,39,862,862.99,141358.752,1,,,0
50420,4,39,863,863.99,141522.552,1,,,0
50421,4,39,864,864.99,141686.352,1,,,0
50422,4,39,865,865.99,141850.152,1,,,0
50423,4,39,866,866.99,142013.952,1,,,0
50424,4,39,867,867.99,142177.752,1,,,0
50425,4,39,868,868.99,142341.552,1,,,0
50426,4,39,869,869.99,142505.352,1,,,0
50427,4,39,870,870.99,142669.152,1,,,0
50428,4,39,871,871.99,142832.952,1,,,0
50429,4,39,872,872.99,142996.752,1,,,0
50430,4,39,873,873.99,143160.552,1,,,0
50431,4,39,874,874.99,143324.352,1,,,0
50432,4,39,875,875.99,143488.152,1,,,0
50433,4,39,876,876.99,143651.952,1,,,0
50434,4,39,877,877.99,143815.752,1,,,0
50435,4,39,878,878.99,143979.552,1,,,0
50436,4,39,879,879.99,144143.352,1,,,0
50437,4,39,880,880.99,144307.152,1,,,0
50438,4,39,881,881.99,144470.952,1,,,0
50439,4,39,882,882.99,144634.752,1,,,0
50440,4,39,883,883.99,144798.552,1,,,0
50441,4,39,884,884.99,144962.352,1,,,0
50442,4,39,885,885.99,145126.152,1,,,0
50443,4,39,886,886.99,145289.952,1,,,0
50444,4,39,887,887.99,145453.752,1,,,0
50445,4,39,888,888.99,145617.552,1,,,0
50446,4,39,889,889.99,145781.352,1,,,0
50447,4,39,890,890.99,145945.152,1,,,0
50448,4,39,891,891.99,146108.952,1,,,0
50449,4,39,892,892.99,146272.752,1,,,0
50450,4,39,893,893.99,146436.552,1,,,0
50451,4,39,894,894.99,146600.352,1,,,0
50452,4,39,895,895.99,146764.152,1,,,0
50453,4,39,896,896.99,146927.952,1,,,0
50454,4,39,897,897.99,147091.752,1,,,0
50455,4,39,898,898.99,147255.552,1,,,0
50456,4,39,899,899.99,147419.352,1,,,0
50457,4,39,900,900.99,147583.152,1,,,0
50458,4,39,901,901.99,147746.952,1,,,0
50459,4,39,902,902.99,147910.752,1,,,0
50460,4,39,903,903.99,148074.552,1,,,0
50461,4,39,904,904.99,148238.352,1,,,0
50462,4,39,905,905.99,148402.152,1,,,0
50463,4,39,906,906.99,148565.952,1,,,0
50464,4,39,907,907.99,148729.752,1,,,0
50465,4,39,908,908.99,148893.552,1,,,0
50466,4,39,909,909.99,149057.352,1,,,0
50467,4,39,910,910.99,149221.152,1,,,0
50468,4,39,911,911.99,149384.952,1,,,0
50469,4,39,912,912.99,149548.752,1,,,0
50470,4,39,913,913.99,149712.552,1,,,0
50471,4,39,914,914.99,149876.352,1,,,0
50472,4,39,915,915.99,150040.152,1,,,0
50473,4,39,916,916.99,150203.952,1,,,0
50474,4,39,917,917.99,150367.752,1,,,0
50475,4,39,918,918.99,150531.552,1,,,0
50476,4,39,919,919.99,150695.352,1,,,0
50477,4,39,920,920.99,150859.152,1,,,0
50478,4,39,921,921.99,151022.952,1,,,0
50479,4,39,922,922.99,151186.752,1,,,0
50480,4,39,923,923.99,151350.552,1,,,0
50481,4,39,924,924.99,151514.352,1,,,0
50482,4,39,925,925.99,151678.152,1,,,0
50483,4,39,926,926.99,151841.952,1,,,0
50484,4,39,927,927.99,152005.752,1,,,0
50485,4,39,928,928.99,152169.552,1,,,0
50486,4,39,929,929.99,152333.352,1,,,0
50487,4,39,930,930.99,152497.152,1,,,0
50488,4,39,931,931.99,152660.952,1,,,0
50489,4,39,932,932.99,152824.752,1,,,0
50490,4,39,933,933.99,152988.552,1,,,0
50491,4,39,934,934.99,153152.352,1,,,0
50492,4,39,935,935.99,153316.152,1,,,0
50493,4,39,936,936.99,153479.952,1,,,0
50494,4,39,937,937.99,153643.752,1,,,0
50495,4,39,938,938.99,153807.552,1,,,0
50496,4,39,939,939.99,153971.352,1,,,0
50497,4,39,940,940.99,154135.152,1,,,0
50498,4,39,941,941.99,154298.952,1,,,0
50499,4,39,942,942.99,154462.752,1,,,0
50500,4,39,943,943.99,154626.552,1,,,0
50501,4,39,944,944.99,154790.352,1,,,0
50502,4,39,945,945.99,154954.152,1,,,0
50503,4,39,946,946.99,155117.952,1,,,0
50504,4,39,947,947.99,155281.752,1,,,0
50505,4,39,948,948.99,155445.552,1,,,0
50506,4,39,949,949.99,155609.352,1,,,0
50507,4,39,950,950.99,155773.152,1,,,0
50508,4,39,951,951.99,155936.952,1,,,0
50509,4,39,952,952.99,156100.752,1,,,0
50510,4,39,953,953.99,156264.552,1,,,0
50511,4,39,954,954.99,156428.352,1,,,0
50512,4,39,955,955.99,156592.152,1,,,0
50513,4,39,956,956.99,156755.952,1,,,0
50514,4,39,957,957.99,156919.752,1,,,0
50515,4,39,958,958.99,157083.552,1,,,0
50516,4,39,959,959.99,157247.352,1,,,0
50517,4,39,960,960.99,157411.152,1,,,0
50518,4,39,961,961.99,157574.952,1,,,0
50519,4,39,962,962.99,157738.752,1,,,0
50520,4,39,963,963.99,157902.552,1,,,0
50521,4,39,964,964.99,158066.352,1,,,0
50522,4,39,965,965.99,158230.152,1,,,0
50523,4,39,966,966.99,158393.952,1,,,0
50524,4,39,967,967.99,158557.752,1,,,0
50525,4,39,968,968.99,158721.552,1,,,0
50526,4,39,969,969.99,158885.352,1,,,0
50527,4,39,970,970.99,159049.152,1,,,0
50528,4,39,971,971.99,159212.952,1,,,0
50529,4,39,972,972.99,159376.752,1,,,0
50530,4,39,973,973.99,159540.552,1,,,0
50531,4,39,974,974.99,159704.352,1,,,0
50532,4,39,975,975.99,159868.152,1,,,0
50533,4,39,976,976.99,160031.952,1,,,0
50534,4,39,977,977.99,160195.752,1,,,0
50535,4,39,978,978.99,160359.552,1,,,0
50536,4,39,979,979.99,160523.352,1,,,0
50537,4,39,980,980.99,160687.152,1,,,0
50538,4,39,981,981.99,160850.952,1,,,0
50539,4,39,982,982.99,161014.752,1,,,0
50540,4,39,983,983.99,161178.552,1,,,0
50541,4,39,984,984.99,161342.352,1,,,0
50542,4,39,985,985.99,161506.152,1,,,0
50543,4,39,986,986.99,161669.952,1,,,0
50544,4,39,987,987.99,161833.752,1,,,0
50545,4,39,988,988.99,161997.552,1,,,0
50546,4,39,989,989.99,162161.352,1,,,0
50547,4,39,990,990.99,162325.152,1,,,0
50548,4,39,991,991.99,162488.952,1,,,0
50549,4,39,992,992.99,162652.752,1,,,0
50550,4,39,993,993.99,162816.552,1,,,0
50551,4,39,994,994.99,162980.352,1,,,0
50552,4,39,995,995.99,163144.152,1,,,0
50553,4,39,996,996.99,163307.952,1,,,0
50554,4,39,997,997.99,163471.752,1,,,0
50555,4,39,998,998.99,163635.552,1,,,0
50556,4,39,999,999.99,163799.352,1,,,0
50557,4,39,1000,11000.99,1801963.152,1,,,0
