courier_price_id,courier_id,couried_zone_id,from_kg,to_kg,price,status,date_added,date_modify,is_delete
50042,4,39,485,485.99,79606.152,1,,,0
50043,4,39,486,486.99,79769.952,1,,,0
50044,4,39,487,487.99,79933.752,1,,,0
50045,4,39,488,488.99,80097.552,1,,,0
50046,4,39,489,489.99,80261.352,1,,,0
50047,4,39,490,490.99,80425.152,1,,,0
50048,4,39,491,491.99,80588.952,1,,,0
50049,4,39,492,492.99,80752.752,1,,,0
50050,4,39,493,493.99,80916.552,1,,,0
50051,4,39,494,494.99,81080.352,1,,,0
50052,4,39,495,495.99,81244.152,1,,,0
50053,4,39,496,496.99,81407.952,1,,,0
50054,4,39,497,497.99,81571.752,1,,,0
50055,4,39,498,498.99,81735.552,1,,,0
50056,4,39,499,499.99,81899.352,1,,,0
50057,4,39,500,500.99,82063.152,1,,,0
50058,4,39,501,501.99,82226.952,1,,,0
50059,4,39,502,502.99,82390.752,1,,,0
50060,4,39,503,503.99,82554.552,1,,,0
50061,4,39,504,504.99,82718.352,1,,,0
50062,4,39,505,505.99,82882.152,1,,,0
50063,4,39,506,506.99,83045.952,1,,,0
50064,4,39,507,507.99,83209.752,1,,,0
50065,4,39,508,508.99,83373.552,1,,,0
50066,4,39,509,509.99,83537.352,1,,,0
50067,4,39,510,510.99,83701.152,1,,,0
50068,4,39,511,511.99,83864.952,1,,,0
50069,4,39,512,512.99,84028.752,1,,,0
50070,4,39,513,513.99,84192.552,1,,,0
50071,4,39,514,514.99,84356.352,1,,,0
50072,4,39,515,515.99,84520.152,1,,,0
50073,4,39,516,516.99,84683.952,1,,,0
50074,4,39,517,517.99,84847.752,1,,,0
50075,4,39,518,518.99,85011.552,1,,,0
50076,4,39,519,519.99,85175.352,1,,,0
50077,4,39,520,520.99,85339.152,1,,,0
50078,4,39,521,521.99,85502.952,1,,,0
50079,4,39,522,522.99,85666.752,1,,,0
50080,4,39,523,523.99,85830.552,1,,,0
50081,4,39,524,524.99,85994.352,1,,,0
50082,4,39,525,525.99,86158.152,1,,,0
50083,4,39,526,526.99,86321.952,1,,,0
50084,4,39,527,527.99,86485.752,1,,,0
50085,4,39,528,528.99,86649.552,1,,,0
50086,4,39,529,529.99,86813.352,1,,,0
50087,4,39,530,530.99,86977.152,1,,,0
50088,4,39,531,531.99,87140.952,1,,,0
50089,4,39,532,532.99,87304.752,1,,,0
50090,4,39,533,533.99,87468.552,1,,,0
50091,4,39,534,534.99,87632.352,1,,,0
50092,4,39,535,535.99,87796.152,1,,,0
50093,4,39,536,536.99,87959.952,1,,,0
50094,4,39,537,537.99,88123.752,1,,,0
50095,4,39,538,538.99,88287.552,1,,,0
50096,4,39,539,539.99,88451.352,1,,,0
50097,4,39,540,540.99,88615.152,1,,,0
50098,4,39,541,541.99,88778.952,1,,,0
50099,4,39,542,542.99,88942.752,1,,,0
50100,4,39,543,543.99,89106.552,1,,,0
50101,4,39,544,544.99,89270.352,1,,,0
50102,4,39,545,545.99,89434.152,1,,,0
50103,4,39,546,546.99,89597.952,1,,,0
50104,4,39,547,547.99,89761.752,1,,,0
50105,4,39,548,548.99,89925.552,1,,,0
50106,4,39,549,549.99,90089.352,1,,,0
50107,4,39,550,550.99,90253.152,1,,,0
50108,4,39,551,551.99,90416.952,1,,,0
50109,4,39,552,552.99,90580.752,1,,,0
50110,4,39,553,553.99,90744.552,1,,,0
50111,4,39,554,554.99,90908.352,1,,,0
50112,4,39,555,555.99,91072.152,1,,,0
50113,4,39,556,556.99,91235.952,1,,,0
50114,4,39,557,557.99,91399.752,1,,,0
50115,4,39,558,558.99,91563.552,1,,,0
50116,4,39,559,559.99,91727.352,1,,,0
50117,4,39,560,560.99,91891.152,1,,,0
50118,4,39,561,561.99,92054.952,1,,,0
50119,4,39,562,562.99,92218.752,1,,,0
50120,4,39,563,563.99,92382.552,1,,,0
50121,4,39,564,564.99,92546.352,1,,,0
50122,4,39,565,565.99,92710.152,1,,,0
50123,4,39,566,566.99,92873.952,1,,,0
50124,4,39,567,567.99,93037.752,1,,,0
50125,4,39,568,568.99,93201.552,1,,,0
50126,4,39,569,569.99,93365.352,1,,,0
50127,4,39,570,570.99,93529.152,1,,,0
50128,4,39,571,571.99,93692.952,1,,,0
50129,4,39,572,572.99,93856.752,1,,,0
50130,4,39,573,573.99,94020.552,1,,,0
50131,4,39,574,574.99,94184.352,1,,,0
50132,4,39,575,575.99,94348.152,1,,,0
50133,4,39,576,576.99,94511.952,1,,,0
50134,4,39,577,577.99,94675.752,1,,,0
50135,4,39,578,578.99,94839.552,1,,,0
50136,4,39,579,579.99,95003.352,1,,,0
50137,4,39,580,580.99,95167.152,1,,,0
