courier_price_id,courier_id,courier_zone_id,from_kg,to_kg,price,status,date_added,date_modify,is_delete
47796,4,37,221,221.99,24941.5665,1,,,0
47797,4,37,222,222.99,25053.9165,1,,,0
47798,4,37,223,223.99,25166.2665,1,,,0
47799,4,37,224,224.99,25278.6165,1,,,0
47800,4,37,225,225.99,25390.9665,1,,,0
47801,4,37,226,226.99,25503.3165,1,,,0
47802,4,37,227,227.99,25615.6665,1,,,0
47803,4,37,228,228.99,25728.0165,1,,,0
47804,4,37,229,229.99,25840.3665,1,,,0
47805,4,37,230,230.99,25952.7165,1,,,0
47806,4,37,231,231.99,26065.0665,1,,,0
47807,4,37,232,232.99,26177.4165,1,,,0
47808,4,37,233,233.99,26289.7665,1,,,0
47809,4,37,234,234.99,26402.1165,1,,,0
47810,4,37,235,235.99,26514.4665,1,,,0
47811,4,37,236,236.99,26626.8165,1,,,0
47812,4,37,237,237.99,26739.1665,1,,,0
47813,4,37,238,238.99,26851.5165,1,,,0
47814,4,37,239,239.99,26963.8665,1,,,0
47815,4,37,240,240.99,27076.2165,1,,,0
47816,4,37,241,241.99,27188.5665,1,,,0
47817,4,37,242,242.99,27300.9165,1,,,0
47818,4,37,243,243.99,27413.2665,1,,,0
47819,4,37,244,244.99,27525.6165,1,,,0
47820,4,37,245,245.99,27637.9665,1,,,0
47821,4,37,246,246.99,27750.3165,1,,,0
47822,4,37,247,247.99,27862.6665,1,,,0
47823,4,37,248,248.99,27975.0165,1,,,0
47824,4,37,249,249.99,28087.3665,1,,,0
47825,4,37,250,250.99,28199.7165,1,,,0
47826,4,37,251,251.99,28312.0665,1,,,0
47827,4,37,252,252.99,28424.4165,1,,,0
47828,4,37,253,253.99,28536.7665,1,,,0
47829,4,37,254,254.99,28649.1165,1,,,0
47830,4,37,255,255.99,28761.4665,1,,,0
47831,4,37,256,256.99,28873.8165,1,,,0
47832,4,37,257,257.99,28986.1665,1,,,0
47833,4,37,258,258.99,29098.5165,1,,,0
47834,4,37,259,259.99,29210.8665,1,,,0
47835,4,37,260,260.99,29323.2165,1,,,0
47836,4,37,261,261.99,29435.5665,1,,,0
47837,4,37,262,262.99,29547.9165,1,,,0
47838,4,37,263,263.99,29660.2665,1,,,0
47839,4,37,264,264.99,29772.6165,1,,,0
47840,4,37,265,265.99,29884.9665,1,,,0
47841,4,37,266,266.99,29997.3165,1,,,0
47842,4,37,267,267.99,30109.6665,1,,,0
47843,4,37,268,268.99,30222.0165,1,,,0
47844,4,37,269,269.99,30334.3665,1,,,0
47845,4,37,270,270.99,30446.7165,1,,,0
47846,4,37,271,271.99,30559.0665,1,,,0
47847,4,37,272,272.99,30671.4165,1,,,0
47848,4,37,273,273.99,30783.7665,1,,,0
47849,4,37,274,274.99,30896.1165,1,,,0
47850,4,37,275,275.99,31008.4665,1,,,0
47851,4,37,276,276.99,31120.8165,1,,,0
47852,4,37,277,277.99,31233.1665,1,,,0
47853,4,37,278,278.99,31345.5165,1,,,0
47854,4,37,279,279.99,31457.8665,1,,,0
47855,4,37,280,280.99,31570.2165,1,,,0
47856,4,37,281,281.99,31682.5665,1,,,0
47857,4,37,282,282.99,31794.9165,1,,,0
47858,4,37,283,283.99,31907.2665,1,,,0
47859,4,37,284,284.99,32019.6165,1,,,0
47860,4,37,285,285.99,32131.9665,1,,,0
47861,4,37,286,286.99,32244.3165,1,,,0
47862,4,37,287,287.99,32356.6665,1,,,0
47863,4,37,288,288.99,32469.0165,1,,,0
47864,4,37,289,289.99,32581.3665,1,,,0
47865,4,37,290,290.99,32693.7165,1,,,0
47866,4,37,291,291.99,32806.0665,1,,,0
47867,4,37,292,292.99,32918.4165,1,,,0
47868,4,37,293,293.99,33030.7665,1,,,0
47869,4,37,294,294.99,33143.1165,1,,,0
47870,4,37,295,295.99,33255.4665,1,,,0
47871,4,37,296,296.99,33367.8165,1,,,0
47872,4,37,297,297.99,33480.1665,1,,,0
47873,4,37,298,298.99,33592.5165,1,,,0
47874,4,37,299,299.99,33704.8665,1,,,0
47875,4,37,300,300.99,33817.2165,1,,,0
47876,4,37,301,301.99,33929.5665,1,,,0
47877,4,37,302,302.99,34041.9165,1,,,0
47878,4,37,303,303.99,34154.2665,1,,,0
47879,4,37,304,304.99,34266.6165,1,,,0
47880,4,37,305,305.99,34378.9665,1,,,0
47881,4,37,306,306.99,34491.3165,1,,,0
47882,4,37,307,307.99,34603.6665,1,,,0
47883,4,37,308,308.99,34716.0165,1,,,0
47884,4,37,309,309.99,34828.3665,1,,,0
47885,4,37,310,310.99,34940.7165,1,,,0
47886,4,37,311,311.99,35053.0665,1,,,0
47887,4,37,312,312.99,35165.4165,1,,,0
47888,4,37,313,313.99,35277.7665,1,,,0
47889,4,37,314,314.99,35390.1165,1,,,0
47890,4,37,315,315.99,35502.4665,1,,,0
47891,4,37,316,316.99,35614.8165,1,,,0
47892,4,37,317,317.99,35727.1665,1,,,0
47893,4,37,318,318.99,35839.5165,1,,,0
47894,4,37,319,319.99,35951.8665,1,,,0
47895,4,37,320,320.99,36064.2165,1,,,0
47896,4,37,321,321.99,36176.5665,1,,,0
47897,4,37,322,322.99,36288.9165,1,,,0
47898,4,37,323,323.99,36401.2665,1,,,0
47899,4,37,324,324.99,36513.6165,1,,,0
47900,4,37,325,325.99,36625.9665,1,,,0
47901,4,37,326,326.99,36738.3165,1,,,0
47902,4,37,327,327.99,36850.6665,1,,,0
47903,4,37,328,328.99,36963.0165,1,,,0
47904,4,37,329,329.99,37075.3665,1,,,0
47905,4,37,330,330.99,37187.7165,1,,,0
47906,4,37,331,331.99,37300.0665,1,,,0
47907,4,37,332,332.99,37412.4165,1,,,0
47908,4,37,333,333.99,37524.7665,1,,,0
47909,4,37,334,334.99,37637.1165,1,,,0
47910,4,37,335,335.99,37749.4665,1,,,0
47911,4,37,336,336.99,37861.8165,1,,,0
47912,4,37,337,337.99,37974.1665,1,,,0
47913,4,37,338,338.99,38086.5165,1,,,0
47914,4,37,339,339.99,38198.8665,1,,,0
47915,4,37,340,340.99,38311.2165,1,,,0
47916,4,37,341,341.99,38423.5665,1,,,0
47917,4,37,342,342.99,38535.9165,1,,,0
47918,4,37,343,343.99,38648.2665,1,,,0
47919,4,37,344,344.99,38760.6165,1,,,0
47920,4,37,345,345.99,38872.9665,1,,,0
47921,4,37,346,346.99,38985.3165,1,,,0
47922,4,37,347,347.99,39097.6665,1,,,0
47923,4,37,348,348.99,39210.0165,1,,,0
47924,4,37,349,349.99,39322.3665,1,,,0
47925,4,37,350,350.99,39434.7165,1,,,0
47926,4,37,351,351.99,39547.0665,1,,,0
47927,4,37,352,352.99,39659.4165,1,,,0
47928,4,37,353,353.99,39771.7665,1,,,0
47929,4,37,354,354.99,39884.1165,1,,,0
47930,4,37,355,355.99,39996.4665,1,,,0
47931,4,37,356,356.99,40108.8165,1,,,0
47932,4,37,357,357.99,40221.1665,1,,,0
47933,4,37,358,358.99,40333.5165,1,,,0
47934,4,37,359,359.99,40445.8665,1,,,0
47935,4,37,360,360.99,40558.2165,1,,,0
47936,4,37,361,361.99,40670.5665,1,,,0
47937,4,37,362,362.99,40782.9165,1,,,0
47938,4,37,363,363.99,40895.2665,1,,,0
47939,4,37,364,364.99,41007.6165,1,,,0
47940,4,37,365,365.99,41119.9665,1,,,0
47941,4,37,366,366.99,41232.3165,1,,,0
47942,4,37,367,367.99,41344.6665,1,,,0
47943,4,37,368,368.99,41457.0165,1,,,0
47944,4,37,369,369.99,41569.3665,1,,,0
47945,4,37,370,370.99,41681.7165,1,,,0
47946,4,37,371,371.99,41794.0665,1,,,0
47947,4,37,372,372.99,41906.4165,1,,,0
47948,4,37,373,373.99,42018.7665,1,,,0
47949,4,37,374,374.99,42131.1165,1,,,0
47950,4,37,375,375.99,42243.4665,1,,,0
47951,4,37,376,376.99,42355.8165,1,,,0
47952,4,37,377,377.99,42468.1665,1,,,0
47953,4,37,378,378.99,42580.5165,1,,,0
47954,4,37,379,379.99,42692.8665,1,,,0
47955,4,37,380,380.99,42805.2165,1,,,0
47956,4,37,381,381.99,42917.5665,1,,,0
47957,4,37,382,382.99,43029.9165,1,,,0
47958,4,37,383,383.99,43142.2665,1,,,0
47959,4,37,384,384.99,43254.6165,1,,,0
47960,4,37,385,385.99,43366.9665,1,,,0
47961,4,37,386,386.99,43479.3165,1,,,0
47962,4,37,387,387.99,43591.6665,1,,,0
47963,4,37,388,388.99,43704.0165,1,,,0
47964,4,37,389,389.99,43816.3665,1,,,0
47965,4,37,390,390.99,43928.7165,1,,,0
47966,4,37,391,391.99,44041.0665,1,,,0
47967,4,37,392,392.99,44153.4165,1,,,0
47968,4,37,393,393.99,44265.7665,1,,,0
47969,4,37,394,394.99,44378.1165,1,,,0
47970,4,37,395,395.99,44490.4665,1,,,0
47971,4,37,396,396.99,44602.8165,1,,,0
47972,4,37,397,397.99,44715.1665,1,,,0
47973,4,37,398,398.99,44827.5165,1,,,0
47974,4,37,399,399.99,44939.8665,1,,,0
47975,4,37,400,400.99,45052.2165,1,,,0
47976,4,37,401,401.99,45164.5665,1,,,0
47977,4,37,402,402.99,45276.9165,1,,,0
47978,4,37,403,403.99,45389.2665,1,,,0
47979,4,37,404,404.99,45501.6165,1,,,0
47980,4,37,405,405.99,45613.9665,1,,,0
47981,4,37,406,406.99,45726.3165,1,,,0
47982,4,37,407,407.99,45838.6665,1,,,0
47983,4,37,408,408.99,45951.0165,1,,,0
47984,4,37,409,409.99,46063.3665,1,,,0
47985,4,37,410,410.99,46175.7165,1,,,0
47986,4,37,411,411.99,46288.0665,1,,,0
47987,4,37,412,412.99,46400.4165,1,,,0
47988,4,37,413,413.99,46512.7665,1,,,0
47989,4,37,414,414.99,46625.1165,1,,,0
47990,4,37,415,415.99,46737.4665,1,,,0
47991,4,37,416,416.99,46849.8165,1,,,0
47992,4,37,417,417.99,46962.1665,1,,,0
47993,4,37,418,418.99,47074.5165,1,,,0
47994,4,37,419,419.99,47186.8665,1,,,0
47995,4,37,420,420.99,47299.2165,1,,,0
47996,4,37,421,421.99,47411.5665,1,,,0
47997,4,37,422,422.99,47523.9165,1,,,0
47998,4,37,423,423.99,47636.2665,1,,,0
47999,4,37,424,424.99,47748.6165,1,,,0
48000,4,37,425,425.99,47860.9665,1,,,0
48001,4,37,426,426.99,47973.3165,1,,,0
48002,4,37,427,427.99,48085.6665,1,,,0
48003,4,37,428,428.99,48198.0165,1,,,0
48004,4,37,429,429.99,48310.3665,1,,,0
48005,4,37,430,430.99,48422.7165,1,,,0
48006,4,37,431,431.99,48535.0665,1,,,0
48007,4,37,432,432.99,48647.4165,1,,,0
48008,4,37,433,433.99,48759.7665,1,,,0
48009,4,37,434,434.99,48872.1165,1,,,0
48010,4,37,435,435.99,48984.4665,1,,,0
48011,4,37,436,436.99,49096.8165,1,,,0
48012,4,37,437,437.99,49209.1665,1,,,0
48013,4,37,438,438.99,49321.5165,1,,,0
48014,4,37,439,439.99,49433.8665,1,,,0
48015,4,37,440,440.99,49546.2165,1,,,0
48016,4,37,441,441.99,49658.5665,1,,,0
48017,4,37,442,442.99,49770.9165,1,,,0
48018,4,37,443,443.99,49883.2665,1,,,0
48019,4,37,444,444.99,49995.6165,1,,,0
48020,4,37,445,445.99,50107.9665,1,,,0
48021,4,37,446,446.99,50220.3165,1,,,0
48022,4,37,447,447.99,50332.6665,1,,,0
48023,4,37,448,448.99,50445.0165,1,,,0
48024,4,37,449,449.99,50557.3665,1,,,0
48025,4,37,450,450.99,50669.7165,1,,,0
48026,4,37,451,451.99,50782.0665,1,,,0
48027,4,37,452,452.99,50894.4165,1,,,0
48028,4,37,453,453.99,51006.7665,1,,,0
48029,4,37,454,454.99,51119.1165,1,,,0
48030,4,37,455,455.99,51231.4665,1,,,0
48031,4,37,456,456.99,51343.8165,1,,,0
48032,4,37,457,457.99,51456.1665,1,,,0
48033,4,37,458,458.99,51568.5165,1,,,0
48034,4,37,459,459.99,51680.8665,1,,,0
48035,4,37,460,460.99,51793.2165,1,,,0
48036,4,37,461,461.99,51905.5665,1,,,0
48037,4,37,462,462.99,52017.9165,1,,,0
48038,4,37,463,463.99,52130.2665,1,,,0
48039,4,37,464,464.99,52242.6165,1,,,0
48040,4,37,465,465.99,52354.9665,1,,,0
48041,4,37,466,466.99,52467.3165,1,,,0
48042,4,37,467,467.99,52579.6665,1,,,0
48043,4,37,468,468.99,52692.0165,1,,,0
48044,4,37,469,469.99,52804.3665,1,,,0
48045,4,37,470,470.99,52916.7165,1,,,0
48046,4,37,471,471.99,53029.0665,1,,,0
48047,4,37,472,472.99,53141.4165,1,,,0
48048,4,37,473,473.99,53253.7665,1,,,0
48049,4,37,474,474.99,53366.1165,1,,,0
48050,4,37,475,475.99,53478.4665,1,,,0
48051,4,37,476,476.99,53590.8165,1,,,0
48052,4,37,477,477.99,53703.1665,1,,,0
48053,4,37,478,478.99,53815.5165,1,,,0
48054,4,37,479,479.99,53927.8665,1,,,0
48055,4,37,480,480.99,54040.2165,1,,,0
48056,4,37,481,481.99,54152.5665,1,,,0
48057,4,37,482,482.99,54264.9165,1,,,0
48058,4,37,483,483.99,54377.2665,1,,,0
48059,4,37,484,484.99,54489.6165,1,,,0
48060,4,37,485,485.99,54601.9665,1,,,0
48061,4,37,486,486.99,54714.3165,1,,,0
48062,4,37,487,487.99,54826.6665,1,,,0
48063,4,37,488,488.99,54939.0165,1,,,0
48064,4,37,489,489.99,55051.3665,1,,,0
48065,4,37,490,490.99,55163.7165,1,,,0
48066,4,37,491,491.99,55276.0665,1,,,0
48067,4,37,492,492.99,55388.4165,1,,,0
48068,4,37,493,493.99,55500.7665,1,,,0
48069,4,37,494,494.99,55613.1165,1,,,0
48070,4,37,495,495.99,55725.4665,1,,,0
48071,4,37,496,496.99,55837.8165,1,,,0
48072,4,37,497,497.99,55950.1665,1,,,0
48073,4,37,498,498.99,56062.5165,1,,,0
48074,4,37,499,499.99,56174.8665,1,,,0
48075,4,37,500,500.99,56287.2165,1,,,0
48076,4,37,501,501.99,56399.5665,1,,,0
48077,4,37,502,502.99,56511.9165,1,,,0
48078,4,37,503,503.99,56624.2665,1,,,0
48079,4,37,504,504.99,56736.6165,1,,,0
48080,4,37,505,505.99,56848.9665,1,,,0
48081,4,37,506,506.99,56961.3165,1,,,0
48082,4,37,507,507.99,57073.6665,1,,,0
48083,4,37,508,508.99,57186.0165,1,,,0
48084,4,37,509,509.99,57298.3665,1,,,0
48085,4,37,510,510.99,57410.7165,1,,,0
48086,4,37,511,511.99,57523.0665,1,,,0
48087,4,37,512,512.99,57635.4165,1,,,0
48088,4,37,513,513.99,57747.7665,1,,,0
48089,4,37,514,514.99,57860.1165,1,,,0
48090,4,37,515,515.99,57972.4665,1,,,0
48091,4,37,516,516.99,58084.8165,1,,,0
48092,4,37,517,517.99,58197.1665,1,,,0
48093,4,37,518,518.99,58309.5165,1,,,0
48094,4,37,519,519.99,58421.8665,1,,,0
48095,4,37,520,520.99,58534.2165,1,,,0
48096,4,37,521,521.99,58646.5665,1,,,0
48097,4,37,522,522.99,58758.9165,1,,,0
48098,4,37,523,523.99,58871.2665,1,,,0
48099,4,37,524,524.99,58983.6165,1,,,0
48100,4,37,525,525.99,59095.9665,1,,,0
48101,4,37,526,526.99,59208.3165,1,,,0
48102,4,37,527,527.99,59320.6665,1,,,0
48103,4,37,528,528.99,59433.0165,1,,,0
48104,4,37,529,529.99,59545.3665,1,,,0
48105,4,37,530,530.99,59657.7165,1,,,0
48106,4,37,531,531.99,59770.0665,1,,,0
48107,4,37,532,532.99,59882.4165,1,,,0
48108,4,37,533,533.99,59994.7665,1,,,0
48109,4,37,534,534.99,60107.1165,1,,,0
48110,4,37,535,535.99,60219.4665,1,,,0
48111,4,37,536,536.99,60331.8165,1,,,0
48112,4,37,537,537.99,60444.1665,1,,,0
48113,4,37,538,538.99,60556.5165,1,,,0
48114,4,37,539,539.99,60668.8665,1,,,0
48115,4,37,540,540.99,60781.2165,1,,,0
48116,4,37,541,541.99,60893.5665,1,,,0
48117,4,37,542,542.99,61005.9165,1,,,0
48118,4,37,543,543.99,61118.2665,1,,,0
48119,4,37,544,544.99,61230.6165,1,,,0
48120,4,37,545,545.99,61342.9665,1,,,0
48121,4,37,546,546.99,61455.3165,1,,,0
48122,4,37,547,547.99,61567.6665,1,,,0
48123,4,37,548,548.99,61680.0165,1,,,0
48124,4,37,549,549.99,61792.3665,1,,,0
48125,4,37,550,550.99,61904.7165,1,,,0
48126,4,37,551,551.99,62017.0665,1,,,0
48127,4,37,552,552.99,62129.4165,1,,,0
48128,4,37,553,553.99,62241.7665,1,,,0
48129,4,37,554,554.99,62354.1165,1,,,0
48130,4,37,555,555.99,62466.4665,1,,,0
48131,4,37,556,556.99,62578.8165,1,,,0
48132,4,37,557,557.99,62691.1665,1,,,0
48133,4,37,558,558.99,62803.5165,1,,,0
48134,4,37,559,559.99,62915.8665,1,,,0
48135,4,37,560,560.99,63028.2165,1,,,0
48136,4,37,561,561.99,63140.5665,1,,,0
48137,4,37,562,562.99,63252.9165,1,,,0
48138,4,37,563,563.99,63365.2665,1,,,0
48139,4,37,564,564.99,63477.6165,1,,,0
48140,4,37,565,565.99,63589.9665,1,,,0
