courier_price_id,courier_id,courier_zone_id,from_kg,to_kg,price,status,date_added,date_modify,is_delete
48141,4,37,566,566.99,63702.3165,1,,,0
48142,4,37,567,567.99,63814.6665,1,,,0
48143,4,37,568,568.99,63927.0165,1,,,0
48144,4,37,569,569.99,64039.3665,1,,,0
48145,4,37,570,570.99,64151.7165,1,,,0
48146,4,37,571,571.99,64264.0665,1,,,0
48147,4,37,572,572.99,64376.4165,1,,,0
48148,4,37,573,573.99,64488.7665,1,,,0
48149,4,37,574,574.99,64601.1165,1,,,0
48150,4,37,575,575.99,64713.4665,1,,,0
48151,4,37,576,576.99,64825.8165,1,,,0
48152,4,37,577,577.99,64938.1665,1,,,0
48153,4,37,578,578.99,65050.5165,1,,,0
48154,4,37,579,579.99,65162.8665,1,,,0
48155,4,37,580,580.99,65275.2165,1,,,0
48156,4,37,581,581.99,65387.5665,1,,,0
48157,4,37,582,582.99,65499.9165,1,,,0
48158,4,37,583,583.99,65612.2665,1,,,0
48159,4,37,584,584.99,65724.6165,1,,,0
48160,4,37,585,585.99,65836.9665,1,,,0
48161,4,37,586,586.99,65949.3165,1,,,0
48162,4,37,587,587.99,66061.6665,1,,,0
48163,4,37,588,588.99,66174.0165,1,,,0
48164,4,37,589,589.99,66286.3665,1,,,0
48165,4,37,590,590.99,66398.7165,1,,,0
48166,4,37,591,591.99,66511.0665,1,,,0
48167,4,37,592,592.99,66623.4165,1,,,0
48168,4,37,593,593.99,66735.7665,1,,,0
48169,4,37,594,594.99,66848.1165,1,,,0
48170,4,37,595,595.99,66960.4665,1,,,0
48171,4,37,596,596.99,67072.8165,1,,,0
48172,4,37,597,597.99,67185.1665,1,,,0
48173,4,37,598,598.99,67297.5165,1,,,0
48174,4,37,599,599.99,67409.8665,1,,,0
48175,4,37,600,600.99,67522.2165,1,,,0
48176,4,37,601,601.99,67634.5665,1,,,0
48177,4,37,602,602.99,67746.9165,1,,,0
48178,4,37,603,603.99,67859.2665,1,,,0
48179,4,37,604,604.99,67971.6165,1,,,0
48180,4,37,605,605.99,68083.9665,1,,,0
48181,4,37,606,606.99,68196.3165,1,,,0
48182,4,37,607,607.99,68308.6665,1,,,0
48183,4,37,608,608.99,68421.0165,1,,,0
48184,4,37,609,609.99,68533.3665,1,,,0
48185,4,37,610,610.99,68645.7165,1,,,0
48186,4,37,611,611.99,68758.0665,1,,,0
48187,4,37,612,612.99,68870.4165,1,,,0
48188,4,37,613,613.99,68982.7665,1,,,0
48189,4,37,614,614.99,69095.1165,1,,,0
48190,4,37,615,615.99,69207.4665,1,,,0
48191,4,37,616,616.99,69319.8165,1,,,0
48192,4,37,617,617.99,69432.1665,1,,,0
48193,4,37,618,618.99,69544.5165,1,,,0
48194,4,37,619,619.99,69656.8665,1,,,0
48195,4,37,620,620.99,69769.2165,1,,,0
48196,4,37,621,621.99,69881.5665,1,,,0
48197,4,37,622,622.99,69993.9165,1,,,0
48198,4,37,623,623.99,70106.2665,1,,,0
48199,4,37,624,624.99,70218.6165,1,,,0
48200,4,37,625,625.99,70330.9665,1,,,0
48201,4,37,626,626.99,70443.3165,1,,,0
48202,4,37,627,627.99,70555.6665,1,,,0
48203,4,37,628,628.99,70668.0165,1,,,0
48204,4,37,629,629.99,70780.3665,1,,,0
48205,4,37,630,630.99,70892.7165,1,,,0
48206,4,37,631,631.99,71005.0665,1,,,0
48207,4,37,632,632.99,71117.4165,1,,,0
48208,4,37,633,633.99,71229.7665,1,,,0
48209,4,37,634,634.99,71342.1165,1,,,0
48210,4,37,635,635.99,71454.4665,1,,,0
48211,4,37,636,636.99,71566.8165,1,,,0
48212,4,37,637,637.99,71679.1665,1,,,0
48213,4,37,638,638.99,71791.5165,1,,,0
48214,4,37,639,639.99,71903.8665,1,,,0
48215,4,37,640,640.99,72016.2165,1,,,0
48216,4,37,641,641.99,72128.5665,1,,,0
48217,4,37,642,642.99,72240.9165,1,,,0
48218,4,37,643,643.99,72353.2665,1,,,0
48219,4,37,644,644.99,72465.6165,1,,,0
48220,4,37,645,645.99,72577.9665,1,,,0
48221,4,37,646,646.99,72690.3165,1,,,0
48222,4,37,647,647.99,72802.6665,1,,,0
48223,4,37,648,648.99,72915.0165,1,,,0
48224,4,37,649,649.99,73027.3665,1,,,0
48225,4,37,650,650.99,73139.7165,1,,,0
48226,4,37,651,651.99,73252.0665,1,,,0
48227,4,37,652,652.99,73364.4165,1,,,0
48228,4,37,653,653.99,73476.7665,1,,,0
48229,4,37,654,654.99,73589.1165,1,,,0
48230,4,37,655,655.99,73701.4665,1,,,0
48231,4,37,656,656.99,73813.8165,1,,,0
48232,4,37,657,657.99,73926.1665,1,,,0
48233,4,37,658,658.99,74038.5165,1,,,0
48234,4,37,659,659.99,74150.8665,1,,,0
48235,4,37,660,660.99,74263.2165,1,,,0
48236,4,37,661,661.99,74375.5665,1,,,0
48237,4,37,662,662.99,74487.9165,1,,,0
48238,4,37,663,663.99,74600.2665,1,,,0
48239,4,37,664,664.99,74712.6165,1,,,0
48240,4,37,665,665.99,74824.9665,1,,,0
48241,4,37,666,666.99,74937.3165,1,,,0
48242,4,37,667,667.99,75049.6665,1,,,0
48243,4,37,668,668.99,75162.0165,1,,,0
48244,4,37,669,669.99,75274.3665,1,,,0
48245,4,37,670,670.99,75386.7165,1,,,0
48246,4,37,671,671.99,75499.0665,1,,,0
48247,4,37,672,672.99,75611.4165,1,,,0
48248,4,37,673,673.99,75723.7665,1,,,0
48249,4,37,674,674.99,75836.1165,1,,,0
48250,4,37,675,675.99,75948.4665,1,,,0
48251,4,37,676,676.99,76060.8165,1,,,0
48252,4,37,677,677.99,76173.1665,1,,,0
48253,4,37,678,678.99,76285.5165,1,,,0
48254,4,37,679,679.99,76397.8665,1,,,0
48255,4,37,680,680.99,76510.2165,1,,,0
48256,4,37,681,681.99,76622.5665,1,,,0
48257,4,37,682,682.99,76734.9165,1,,,0
48258,4,37,683,683.99,76847.2665,1,,,0
48259,4,37,684,684.99,76959.6165,1,,,0
48260,4,37,685,685.99,77071.9665,1,,,0
48261,4,37,686,686.99,77184.3165,1,,,0
48262,4,37,687,687.99,77296.6665,1,,,0
48263,4,37,688,688.99,77409.0165,1,,,0
48264,4,37,689,689.99,77521.3665,1,,,0
48265,4,37,690,690.99,77633.7165,1,,,0
48266,4,37,691,691.99,77746.0665,1,,,0
48267,4,37,692,692.99,77858.4165,1,,,0
48268,4,37,693,693.99,77970.7665,1,,,0
48269,4,37,694,694.99,78083.1165,1,,,0
48270,4,37,695,695.99,78195.4665,1,,,0
48271,4,37,696,696.99,78307.8165,1,,,0
48272,4,37,697,697.99,78420.1665,1,,,0
48273,4,37,698,698.99,78532.5165,1,,,0
48274,4,37,699,699.99,78644.8665,1,,,0
48275,4,37,700,700.99,78757.2165,1,,,0
48276,4,37,701,701.99,78869.5665,1,,,0
48277,4,37,702,702.99,78981.9165,1,,,0
48278,4,37,703,703.99,79094.2665,1,,,0
48279,4,37,704,704.99,79206.6165,1,,,0
48280,4,37,705,705.99,79318.9665,1,,,0
48281,4,37,706,706.99,79431.3165,1,,,0
48282,4,37,707,707.99,79543.6665,1,,,0
48283,4,37,708,708.99,79656.0165,1,,,0
48284,4,37,709,709.99,79768.3665,1,,,0
48285,4,37,710,710.99,79880.7165,1,,,0
48286,4,37,711,711.99,79993.0665,1,,,0
48287,4,37,712,712.99,80105.4165,1,,,0
48288,4,37,713,713.99,80217.7665,1,,,0
48289,4,37,714,714.99,80330.1165,1,,,0
48290,4,37,715,715.99,80442.4665,1,,,0
48291,4,37,716,716.99,80554.8165,1,,,0
48292,4,37,717,717.99,80667.1665,1,,,0
48293,4,37,718,718.99,80779.5165,1,,,0
48294,4,37,719,719.99,80891.8665,1,,,0
48295,4,37,720,720.99,81004.2165,1,,,0
48296,4,37,721,721.99,81116.5665,1,,,0
48297,4,37,722,722.99,81228.9165,1,,,0
48298,4,37,723,723.99,81341.2665,1,,,0
48299,4,37,724,724.99,81453.6165,1,,,0
48300,4,37,725,725.99,81565.9665,1,,,0
48301,4,37,726,726.99,81678.3165,1,,,0
48302,4,37,727,727.99,81790.6665,1,,,0
48303,4,37,728,728.99,81903.0165,1,,,0
48304,4,37,729,729.99,82015.3665,1,,,0
48305,4,37,730,730.99,82127.7165,1,,,0
48306,4,37,731,731.99,82240.0665,1,,,0
48307,4,37,732,732.99,82352.4165,1,,,0
48308,4,37,733,733.99,82464.7665,1,,,0
48309,4,37,734,734.99,82577.1165,1,,,0
48310,4,37,735,735.99,82689.4665,1,,,0
48311,4,37,736,736.99,82801.8165,1,,,0
48312,4,37,737,737.99,82914.1665,1,,,0
48313,4,37,738,738.99,83026.5165,1,,,0
48314,4,37,739,739.99,83138.8665,1,,,0
48315,4,37,740,740.99,83251.2165,1,,,0
48316,4,37,741,741.99,83363.5665,1,,,0
48317,4,37,742,742.99,83475.9165,1,,,0
48318,4,37,743,743.99,83588.2665,1,,,0
48319,4,37,744,744.99,83700.6165,1,,,0
48320,4,37,745,745.99,83812.9665,1,,,0
48321,4,37,746,746.99,83925.3165,1,,,0
48322,4,37,747,747.99,84037.6665,1,,,0
48323,4,37,748,748.99,84150.0165,1,,,0
48324,4,37,749,749.99,84262.3665,1,,,0
48325,4,37,750,750.99,84374.7165,1,,,0
48326,4,37,751,751.99,84487.0665,1,,,0
48327,4,37,752,752.99,84599.4165,1,,,0
48328,4,37,753,753.99,84711.7665,1,,,0
48329,4,37,754,754.99,84824.1165,1,,,0
48330,4,37,755,755.99,84936.4665,1,,,0
48331,4,37,756,756.99,85048.8165,1,,,0
48332,4,37,757,757.99,85161.1665,1,,,0
48333,4,37,758,758.99,85273.5165,1,,,0
48334,4,37,759,759.99,85385.8665,1,,,0
48335,4,37,760,760.99,85498.2165,1,,,0
48336,4,37,761,761.99,85610.5665,1,,,0
48337,4,37,762,762.99,85722.9165,1,,,0
48338,4,37,763,763.99,85835.2665,1,,,0
48339,4,37,764,764.99,85947.6165,1,,,0
48340,4,37,765,765.99,86059.9665,1,,,0
48341,4,37,766,766.99,86172.3165,1,,,0
48342,4,37,767,767.99,86284.6665,1,,,0
48343,4,37,768,768.99,86397.0165,1,,,0
48344,4,37,769,769.99,86509.3665,1,,,0
48345,4,37,770,770.99,86621.7165,1,,,0
48346,4,37,771,771.99,86734.0665,1,,,0
48347,4,37,772,772.99,86846.4165,1,,,0
48348,4,37,773,773.99,86958.7665,1,,,0
48349,4,37,774,774.99,87071.1165,1,,,0
48350,4,37,775,775.99,87183.4665,1,,,0
48351,4,37,776,776.99,87295.8165,1,,,0
48352,4,37,777,777.99,87408.1665,1,,,0
48353,4,37,778,778.99,87520.5165,1,,,0
48354,4,37,779,779.99,87632.8665,1,,,0
48355,4,37,780,780.99,87745.2165,1,,,0
48356,4,37,781,781.99,87857.5665,1,,,0
48357,4,37,782,782.99,87969.9165,1,,,0
48358,4,37,783,783.99,88082.2665,1,,,0
48359,4,37,784,784.99,88194.6165,1,,,0
48360,4,37,785,785.99,88306.9665,1,,,0
48361,4,37,786,786.99,88419.3165,1,,,0
48362,4,37,787,787.99,88531.6665,1,,,0
48363,4,37,788,788.99,88644.0165,1,,,0
48364,4,37,789,789.99,88756.3665,1,,,0
48365,4,37,790,790.99,88868.7165,1,,,0
48366,4,37,791,791.99,88981.0665,1,,,0
48367,4,37,792,792.99,89093.4165,1,,,0
48368,4,37,793,793.99,89205.7665,1,,,0
48369,4,37,794,794.99,89318.1165,1,,,0
48370,4,37,795,795.99,89430.4665,1,,,0
48371,4,37,796,796.99,89542.8165,1,,,0
48372,4,37,797,797.99,89655.1665,1,,,0
48373,4,37,798,798.99,89767.5165,1,,,0
48374,4,37,799,799.99,89879.8665,1,,,0
48375,4,37,800,800.99,89992.2165,1,,,0
48376,4,37,801,801.99,90104.5665,1,,,0
48377,4,37,802,802.99,90216.9165,1,,,0
48378,4,37,803,803.99,90329.2665,1,,,0
48379,4,37,804,804.99,90441.6165,1,,,0
48380,4,37,805,805.99,90553.9665,1,,,0
48381,4,37,806,806.99,90666.3165,1,,,0
48382,4,37,807,807.99,90778.6665,1,,,0
48383,4,37,808,808.99,90891.0165,1,,,0
48384,4,37,809,809.99,91003.3665,1,,,0
48385,4,37,810,810.99,91115.7165,1,,,0
48386,4,37,811,811.99,91228.0665,1,,,0
48387,4,37,812,812.99,91340.4165,1,,,0
48388,4,37,813,813.99,91452.7665,1,,,0
48389,4,37,814,814.99,91565.1165,1,,,0
48390,4,37,815,815.99,91677.4665,1,,,0
48391,4,37,816,816.99,91789.8165,1,,,0
48392,4,37,817,817.99,91902.1665,1,,,0
48393,4,37,818,818.99,92014.5165,1,,,0
48394,4,37,819,819.99,92126.8665,1,,,0
48395,4,37,820,820.99,92239.2165,1,,,0
48396,4,37,821,821.99,92351.5665,1,,,0
48397,4,37,822,822.99,92463.9165,1,,,0
48398,4,37,823,823.99,92576.2665,1,,,0
48399,4,37,824,824.99,92688.6165,1,,,0
48400,4,37,825,825.99,92800.9665,1,,,0
48401,4,37,826,826.99,92913.3165,1,,,0
48402,4,37,827,827.99,93025.6665,1,,,0
48403,4,37,828,828.99,93138.0165,1,,,0
48404,4,37,829,829.99,93250.3665,1,,,0
48405,4,37,830,830.99,93362.7165,1,,,0
48406,4,37,831,831.99,93475.0665,1,,,0
48407,4,37,832,832.99,93587.4165,1,,,0
48408,4,37,833,833.99,93699.7665,1,,,0
48409,4,37,834,834.99,93812.1165,1,,,0
48410,4,37,835,835.99,93924.4665,1,,,0
48411,4,37,836,836.99,94036.8165,1,,,0
48412,4,37,837,837.99,94149.1665,1,,,0
48413,4,37,838,838.99,94261.5165,1,,,0
48414,4,37,839,839.99,94373.8665,1,,,0
48415,4,37,840,840.99,94486.2165,1,,,0
48416,4,37,841,841.99,94598.5665,1,,,0
48417,4,37,842,842.99,94710.9165,1,,,0
48418,4,37,843,843.99,94823.2665,1,,,0
48419,4,37,844,844.99,94935.6165,1,,,0
48420,4,37,845,845.99,95047.9665,1,,,0
48421,4,37,846,846.99,95160.3165,1,,,0
48422,4,37,847,847.99,95272.6665,1,,,0
48423,4,37,848,848.99,95385.0165,1,,,0
48424,4,37,849,849.99,95497.3665,1,,,0
48425,4,37,850,850.99,95609.7165,1,,,0
48426,4,37,851,851.99,95722.0665,1,,,0
48427,4,37,852,852.99,95834.4165,1,,,0
48428,4,37,853,853.99,95946.7665,1,,,0
48429,4,37,854,854.99,96059.1165,1,,,0
48430,4,37,855,855.99,96171.4665,1,,,0
48431,4,37,856,856.99,96283.8165,1,,,0
48432,4,37,857,857.99,96396.1665,1,,,0
48433,4,37,858,858.99,96508.5165,1,,,0
48434,4,37,859,859.99,96620.8665,1,,,0
48435,4,37,860,860.99,96733.2165,1,,,0
48436,4,37,861,861.99,96845.5665,1,,,0
48437,4,37,862,862.99,96957.9165,1,,,0
48438,4,37,863,863.99,97070.2665,1,,,0
48439,4,37,864,864.99,97182.6165,1,,,0
48440,4,37,865,865.99,97294.9665,1,,,0
48441,4,37,866,866.99,97407.3165,1,,,0
48442,4,37,867,867.99,97519.6665,1,,,0
48443,4,37,868,868.99,97632.0165,1,,,0
48444,4,37,869,869.99,97744.3665,1,,,0
48445,4,37,870,870.99,97856.7165,1,,,0
48446,4,37,871,871.99,97969.0665,1,,,0
48447,4,37,872,872.99,98081.4165,1,,,0
48448,4,37,873,873.99,98193.7665,1,,,0
48449,4,37,874,874.99,98306.1165,1,,,0
48450,4,37,875,875.99,98418.4665,1,,,0
48451,4,37,876,876.99,98530.8165,1,,,0
48452,4,37,877,877.99,98643.1665,1,,,0
48453,4,37,878,878.99,98755.5165,1,,,0
48454,4,37,879,879.99,98867.8665,1,,,0
48455,4,37,880,880.99,98980.2165,1,,,0
48456,4,37,881,881.99,99092.5665,1,,,0
48457,4,37,882,882.99,99204.9165,1,,,0
48458,4,37,883,883.99,99317.2665,1,,,0
48459,4,37,884,884.99,99429.6165,1,,,0
48460,4,37,885,885.99,99541.9665,1,,,0
48461,4,37,886,886.99,99654.3165,1,,,0
48462,4,37,887,887.99,99766.6665,1,,,0
48463,4,37,888,888.99,99879.0165,1,,,0
48464,4,37,889,889.99,99991.3665,1,,,0
48465,4,37,890,890.99,100103.7165,1,,,0
48466,4,37,891,891.99,100216.0665,1,,,0
48467,4,37,892,892.99,100328.4165,1,,,0
48468,4,37,893,893.99,100440.7665,1,,,0
48469,4,37,894,894.99,100553.1165,1,,,0
48470,4,37,895,895.99,100665.4665,1,,,0
48471,4,37,896,896.99,100777.8165,1,,,0
48472,4,37,897,897.99,100890.1665,1,,,0
48473,4,37,898,898.99,101002.5165,1,,,0
48474,4,37,899,899.99,101114.8665,1,,,0
48475,4,37,900,900.99,101227.2165,1,,,0
48476,4,37,901,901.99,101339.5665,1,,,0
48477,4,37,902,902.99,101451.9165,1,,,0
48478,4,37,903,903.99,101564.2665,1,,,0
48479,4,37,904,904.99,101676.6165,1,,,0
48480,4,37,905,905.99,101788.9665,1,,,0
48481,4,37,906,906.99,101901.3165,1,,,0
48482,4,37,907,907.99,102013.6665,1,,,0
48483,4,37,908,908.99,102126.0165,1,,,0
48484,4,37,909,909.99,102238.3665,1,,,0
48485,4,37,910,910.99,102350.7165,1,,,0
48486,4,37,911,911.99,102463.0665,1,,,0
48487,4,37,912,912.99,102575.4165,1,,,0
48488,4,37,913,913.99,102687.7665,1,,,0
48489,4,37,914,914.99,102800.1165,1,,,0
48490,4,37,915,915.99,102912.4665,1,,,0
48491,4,37,916,916.99,103024.8165,1,,,0
48492,4,37,917,917.99,103137.1665,1,,,0
48493,4,37,918,918.99,103249.5165,1,,,0
48494,4,37,919,919.99,103361.8665,1,,,0
48495,4,37,920,920.99,103474.2165,1,,,0
48496,4,37,921,921.99,103586.5665,1,,,0
48497,4,37,922,922.99,103698.9165,1,,,0
48498,4,37,923,923.99,103811.2665,1,,,0
48499,4,37,924,924.99,103923.6165,1,,,0
48500,4,37,925,925.99,104035.9665,1,,,0
48501,4,37,926,926.99,104148.3165,1,,,0
48502,4,37,927,927.99,104260.6665,1,,,0
48503,4,37,928,928.99,104373.0165,1,,,0
48504,4,37,929,929.99,104485.3665,1,,,0
48505,4,37,930,930.99,104597.7165,1,,,0
48506,4,37,931,931.99,104710.0665,1,,,0
48507,4,37,932,932.99,104822.4165,1,,,0
48508,4,37,933,933.99,104934.7665,1,,,0
48509,4,37,934,934.99,105047.1165,1,,,0
48510,4,37,935,935.99,105159.4665,1,,,0
48511,4,37,936,936.99,105271.8165,1,,,0
48512,4,37,937,937.99,105384.1665,1,,,0
48513,4,37,938,938.99,105496.5165,1,,,0
48514,4,37,939,939.99,105608.8665,1,,,0
48515,4,37,940,940.99,105721.2165,1,,,0
48516,4,37,941,941.99,105833.5665,1,,,0
48517,4,37,942,942.99,105945.9165,1,,,0
48518,4,37,943,943.99,106058.2665,1,,,0
48519,4,37,944,944.99,106170.6165,1,,,0
48520,4,37,945,945.99,106282.9665,1,,,0
48521,4,37,946,946.99,106395.3165,1,,,0
48522,4,37,947,947.99,106507.6665,1,,,0
48523,4,37,948,948.99,106620.0165,1,,,0
48524,4,37,949,949.99,106732.3665,1,,,0
48525,4,37,950,950.99,106844.7165,1,,,0
48526,4,37,951,951.99,106957.0665,1,,,0
48527,4,37,952,952.99,107069.4165,1,,,0
48528,4,37,953,953.99,107181.7665,1,,,0
48529,4,37,954,954.99,107294.1165,1,,,0
48530,4,37,955,955.99,107406.4665,1,,,0
48531,4,37,956,956.99,107518.8165,1,,,0
48532,4,37,957,957.99,107631.1665,1,,,0
48533,4,37,958,958.99,107743.5165,1,,,0
48534,4,37,959,959.99,107855.8665,1,,,0
48535,4,37,960,960.99,107968.2165,1,,,0
48536,4,37,961,961.99,108080.5665,1,,,0
48537,4,37,962,962.99,108192.9165,1,,,0
48538,4,37,963,963.99,108305.2665,1,,,0
48539,4,37,964,964.99,108417.6165,1,,,0
48540,4,37,965,965.99,108529.9665,1,,,0
48541,4,37,966,966.99,108642.3165,1,,,0
48542,4,37,967,967.99,108754.6665,1,,,0
48543,4,37,968,968.99,108867.0165,1,,,0
48544,4,37,969,969.99,108979.3665,1,,,0
48545,4,37,970,970.99,109091.7165,1,,,0
48546,4,37,971,971.99,109204.0665,1,,,0
48547,4,37,972,972.99,109316.4165,1,,,0
48548,4,37,973,973.99,109428.7665,1,,,0
48549,4,37,974,974.99,109541.1165,1,,,0
48550,4,37,975,975.99,109653.4665,1,,,0
48551,4,37,976,976.99,109765.8165,1,,,0
48552,4,37,977,977.99,109878.1665,1,,,0
48553,4,37,978,978.99,109990.5165,1,,,0
48554,4,37,979,979.99,110102.8665,1,,,0
48555,4,37,980,980.99,110215.2165,1,,,0
48556,4,37,981,981.99,110327.5665,1,,,0
48557,4,37,982,982.99,110439.9165,1,,,0
48558,4,37,983,983.99,110552.2665,1,,,0
48559,4,37,984,984.99,110664.6165,1,,,0
48560,4,37,985,985.99,110776.9665,1,,,0
48561,4,37,986,986.99,110889.3165,1,,,0
48562,4,37,987,987.99,111001.6665,1,,,0
48563,4,37,988,988.99,111114.0165,1,,,0
48564,4,37,989,989.99,111226.3665,1,,,0
48565,4,37,990,990.99,111338.7165,1,,,0
48566,4,37,991,991.99,111451.0665,1,,,0
48567,4,37,992,992.99,111563.4165,1,,,0
48568,4,37,993,993.99,111675.7665,1,,,0
48569,4,37,994,994.99,111788.1165,1,,,0
48570,4,37,995,995.99,111900.4665,1,,,0
48571,4,37,996,996.99,112012.8165,1,,,0
48572,4,37,997,997.99,112125.1665,1,,,0
48573,4,37,998,998.99,112237.5165,1,,,0
48574,4,37,999,999.99,112349.8665,1,,,0
48575,4,37,1000,11000.99,1235962.217,1,,,0
