courier_zone_price_id,courier_id,couried_zone_id,from_kg,to_kg,price,status,date_added,date_modify,is_delete
53571,4,43,50,50.99,12368.6145,1,,,0
53572,4,43,51,51.99,12611.1645,1,,,0
53573,4,43,52,52.99,12853.7145,1,,,0
53574,4,43,53,53.99,13096.2645,1,,,0
53575,4,43,54,54.99,13338.8145,1,,,0
53576,4,43,55,55.99,13581.3645,1,,,0
53577,4,43,56,56.99,13823.9145,1,,,0
53578,4,43,57,57.99,14066.4645,1,,,0
53579,4,43,58,58.99,14309.0145,1,,,0
53580,4,43,59,59.99,14551.5645,1,,,0
53581,4,43,60,60.99,14794.1145,1,,,0
53582,4,43,61,61.99,15036.6645,1,,,0
53583,4,43,62,62.99,15279.2145,1,,,0
53584,4,43,63,63.99,15521.7645,1,,,0
53585,4,43,64,64.99,15764.3145,1,,,0
53586,4,43,65,65.99,16006.8645,1,,,0
53587,4,43,66,66.99,16249.4145,1,,,0
53588,4,43,67,67.99,16491.9645,1,,,0
53589,4,43,68,68.99,16734.5145,1,,,0
53590,4,43,69,69.99,16830.0855,1,,,0
53591,4,43,70,70.99,17070.5355,1,,,0
53592,4,43,71,71.99,17310.9855,1,,,0
53593,4,43,72,72.99,17551.4355,1,,,0
53594,4,43,73,73.99,17791.8855,1,,,0
53595,4,43,74,74.99,18032.3355,1,,,0
53596,4,43,75,75.99,18272.7855,1,,,0
53597,4,43,76,76.99,18513.2355,1,,,0
53598,4,43,77,77.99,18753.6855,1,,,0
53599,4,43,78,78.99,18994.1355,1,,,0
53600,4,43,79,79.99,19234.5855,1,,,0
53601,4,43,80,80.99,19475.0355,1,,,0
53602,4,43,81,81.99,19715.4855,1,,,0
53603,4,43,82,82.99,19955.9355,1,,,0
53604,4,43,83,83.99,20196.3855,1,,,0
53605,4,43,84,84.99,20436.8355,1,,,0
53606,4,43,85,85.99,20677.2855,1,,,0
53607,4,43,86,86.99,20917.7355,1,,,0
53608,4,43,87,87.99,21158.1855,1,,,0
53609,4,43,88,88.99,21398.6355,1,,,0
53610,4,43,89,89.99,21639.0855,1,,,0
53611,4,43,90,90.99,21879.5355,1,,,0
53612,4,43,91,91.99,22119.9855,1,,,0
53613,4,43,92,92.99,22360.4355,1,,,0
53614,4,43,93,93.99,22600.8855,1,,,0
53615,4,43,94,94.99,22841.3355,1,,,0
53616,4,43,95,95.99,23081.7855,1,,,0
53617,4,43,96,96.99,23322.2355,1,,,0
53618,4,43,97,97.99,23562.6855,1,,,0
53619,4,43,98,98.99,23803.1355,1,,,0
53620,4,43,99,99.99,21838.806,1,,,0
53621,4,43,100,100.99,22057.206,1,,,0
53622,4,43,101,101.99,22275.606,1,,,0
53623,4,43,102,102.99,22494.006,1,,,0
53624,4,43,103,103.99,22712.406,1,,,0
53625,4,43,104,104.99,22930.806,1,,,0
53626,4,43,105,105.99,23149.206,1,,,0
53627,4,43,106,106.99,23367.606,1,,,0
53628,4,43,107,107.99,23586.006,1,,,0
53629,4,43,108,108.99,23804.406,1,,,0
53630,4,43,109,109.99,24022.806,1,,,0
53631,4,43,110,110.99,24241.206,1,,,0
53632,4,43,111,111.99,24459.606,1,,,0
53633,4,43,112,112.99,24678.006,1,,,0
53634,4,43,113,113.99,24896.406,1,,,0
53635,4,43,114,114.99,25114.806,1,,,0
53636,4,43,115,115.99,25333.206,1,,,0
53637,4,43,116,116.99,25551.606,1,,,0
53638,4,43,117,117.99,25770.006,1,,,0
53639,4,43,118,118.99,25988.406,1,,,0
53640,4,43,119,119.99,26206.806,1,,,0
53641,4,43,120,120.99,26425.206,1,,,0
53642,4,43,121,121.99,26643.606,1,,,0
53643,4,43,122,122.99,26862.006,1,,,0
53644,4,43,123,123.99,27080.406,1,,,0
53645,4,43,124,124.99,27298.806,1,,,0
53646,4,43,125,125.99,27517.206,1,,,0
53647,4,43,126,126.99,27735.606,1,,,0
53648,4,43,127,127.99,27954.006,1,,,0
53649,4,43,128,128.99,28172.406,1,,,0
53650,4,43,129,129.99,28390.806,1,,,0
53651,4,43,130,130.99,28609.206,1,,,0
53652,4,43,131,131.99,28827.606,1,,,0
53653,4,43,132,132.99,29046.006,1,,,0
53654,4,43,133,133.99,29264.406,1,,,0
53655,4,43,134,134.99,29482.806,1,,,0
53656,4,43,135,135.99,29701.206,1,,,0
53657,4,43,136,136.99,29919.606,1,,,0
53658,4,43,137,137.99,30138.006,1,,,0
53659,4,43,138,138.99,30356.406,1,,,0
53660,4,43,139,139.99,30574.806,1,,,0
53661,4,43,140,140.99,30793.206,1,,,0
53662,4,43,141,141.99,31011.606,1,,,0
53663,4,43,142,142.99,31230.006,1,,,0
53664,4,43,143,143.99,31448.406,1,,,0
53665,4,43,144,144.99,31666.806,1,,,0
53666,4,43,145,145.99,31885.206,1,,,0
53667,4,43,146,146.99,32103.606,1,,,0
53668,4,43,147,147.99,32322.006,1,,,0
53669,4,43,148,148.99,32540.406,1,,,0
53670,4,43,149,149.99,32758.806,1,,,0
53671,4,43,150,150.99,32977.206,1,,,0
53672,4,43,151,151.99,33195.606,1,,,0
53673,4,43,152,152.99,33414.006,1,,,0
53674,4,43,153,153.99,33632.406,1,,,0
53675,4,43,154,154.99,33850.806,1,,,0
53676,4,43,155,155.99,34069.206,1,,,0
53677,4,43,156,156.99,34287.606,1,,,0
53678,4,43,157,157.99,34506.006,1,,,0
53679,4,43,158,158.99,34724.406,1,,,0
53680,4,43,159,159.99,34942.806,1,,,0
53681,4,43,160,160.99,35161.206,1,,,0
53682,4,43,161,161.99,35379.606,1,,,0
53683,4,43,162,162.99,35598.006,1,,,0
53684,4,43,163,163.99,35816.406,1,,,0
53685,4,43,164,164.99,36034.806,1,,,0
53686,4,43,165,165.99,36253.206,1,,,0
53687,4,43,166,166.99,36471.606,1,,,0
53688,4,43,167,167.99,36690.006,1,,,0
53689,4,43,168,168.99,36908.406,1,,,0
53690,4,43,169,169.99,37126.806,1,,,0
53691,4,43,170,170.99,37345.206,1,,,0
53692,4,43,171,171.99,37563.606,1,,,0
53693,4,43,172,172.99,37782.006,1,,,0
53694,4,43,173,173.99,38000.406,1,,,0
53695,4,43,174,174.99,38218.806,1,,,0
53696,4,43,175,175.99,38437.206,1,,,0
53697,4,43,176,176.99,38655.606,1,,,0
53698,4,43,177,177.99,38874.006,1,,,0
53699,4,43,178,178.99,39092.406,1,,,0
53700,4,43,179,179.99,39310.806,1,,,0
53701,4,43,180,180.99,39529.206,1,,,0
53702,4,43,181,181.99,39747.606,1,,,0
53703,4,43,182,182.99,39966.006,1,,,0
53704,4,43,183,183.99,40184.406,1,,,0
53705,4,43,184,184.99,40402.806,1,,,0
53706,4,43,185,185.99,40621.206,1,,,0
53707,4,43,186,186.99,40839.606,1,,,0
53708,4,43,187,187.99,41058.006,1,,,0
53709,4,43,188,188.99,41276.406,1,,,0
53710,4,43,189,189.99,41494.806,1,,,0
53711,4,43,190,190.99,41713.206,1,,,0
53712,4,43,191,191.99,41931.606,1,,,0
53713,4,43,192,192.99,42150.006,1,,,0
53714,4,43,193,193.99,42368.406,1,,,0
53715,4,43,194,194.99,42586.806,1,,,0
53716,4,43,195,195.99,42805.206,1,,,0
53717,4,43,196,196.99,43023.606,1,,,0
53718,4,43,197,197.99,43242.006,1,,,0
53719,4,43,198,198.99,43460.406,1,,,0
53720,4,43,199,199.99,43678.806,1,,,0
53721,4,43,200,200.99,43897.206,1,,,0
53722,4,43,201,201.99,44115.606,1,,,0
53723,4,43,202,202.99,44334.006,1,,,0
53724,4,43,203,203.99,44552.406,1,,,0
53725,4,43,204,204.99,44770.806,1,,,0
53726,4,43,205,205.99,44989.206,1,,,0
53727,4,43,206,206.99,45207.606,1,,,0
53728,4,43,207,207.99,45426.006,1,,,0
53729,4,43,208,208.99,45644.406,1,,,0
53730,4,43,209,209.99,45862.806,1,,,0
53731,4,43,210,210.99,46081.206,1,,,0
53732,4,43,211,211.99,46299.606,1,,,0
53733,4,43,212,212.99,46518.006,1,,,0
53734,4,43,213,213.99,46736.406,1,,,0
53735,4,43,214,214.99,46954.806,1,,,0
53736,4,43,215,215.99,47173.206,1,,,0
53737,4,43,216,216.99,47391.606,1,,,0
53738,4,43,217,217.99,47610.006,1,,,0
53739,4,43,218,218.99,47828.406,1,,,0
53740,4,43,219,219.99,48046.806,1,,,0
53741,4,43,220,220.99,48265.206,1,,,0
53742,4,43,221,221.99,48483.606,1,,,0
53743,4,43,222,222.99,48702.006,1,,,0
53744,4,43,223,223.99,48920.406,1,,,0
53745,4,43,224,224.99,49138.806,1,,,0
53746,4,43,225,225.99,49357.206,1,,,0
53747,4,43,226,226.99,49575.606,1,,,0
53748,4,43,227,227.99,49794.006,1,,,0
53749,4,43,228,228.99,50012.406,1,,,0
53750,4,43,229,229.99,50230.806,1,,,0
53751,4,43,230,230.99,50449.206,1,,,0
53752,4,43,231,231.99,50667.606,1,,,0
53753,4,43,232,232.99,50886.006,1,,,0
53754,4,43,233,233.99,51104.406,1,,,0
53755,4,43,234,234.99,51322.806,1,,,0
53756,4,43,235,235.99,51541.206,1,,,0
53757,4,43,236,236.99,51759.606,1,,,0
53758,4,43,237,237.99,51978.006,1,,,0
53759,4,43,238,238.99,52196.406,1,,,0
53760,4,43,239,239.99,52414.806,1,,,0
53761,4,43,240,240.99,52633.206,1,,,0
53762,4,43,241,241.99,52851.606,1,,,0
53763,4,43,242,242.99,53070.006,1,,,0
53764,4,43,243,243.99,53288.406,1,,,0
53765,4,43,244,244.99,53506.806,1,,,0
53766,4,43,245,245.99,53725.206,1,,,0
53767,4,43,246,246.99,53943.606,1,,,0
53768,4,43,247,247.99,54162.006,1,,,0
53769,4,43,248,248.99,54380.406,1,,,0
53770,4,43,249,249.99,54598.806,1,,,0
53771,4,43,250,250.99,54817.206,1,,,0
53772,4,43,251,251.99,55035.606,1,,,0
53773,4,43,252,252.99,55254.006,1,,,0
53774,4,43,253,253.99,55472.406,1,,,0
53775,4,43,254,254.99,55690.806,1,,,0
53776,4,43,255,255.99,55909.206,1,,,0
53777,4,43,256,256.99,56127.606,1,,,0
53778,4,43,257,257.99,56346.006,1,,,0
53779,4,43,258,258.99,56564.406,1,,,0
53780,4,43,259,259.99,56782.806,1,,,0
53781,4,43,260,260.99,57001.206,1,,,0
53782,4,43,261,261.99,57219.606,1,,,0
53783,4,43,262,262.99,57438.006,1,,,0
53784,4,43,263,263.99,57656.406,1,,,0
53785,4,43,264,264.99,57874.806,1,,,0
53786,4,43,265,265.99,58093.206,1,,,0
53787,4,43,266,266.99,58311.606,1,,,0
53788,4,43,267,267.99,58530.006,1,,,0
53789,4,43,268,268.99,58748.406,1,,,0
53790,4,43,269,269.99,58966.806,1,,,0
53791,4,43,270,270.99,59185.206,1,,,0
53792,4,43,271,271.99,59403.606,1,,,0
53793,4,43,272,272.99,59622.006,1,,,0
53794,4,43,273,273.99,59840.406,1,,,0
53795,4,43,274,274.99,60058.806,1,,,0
53796,4,43,275,275.99,60277.206,1,,,0
53797,4,43,276,276.99,60495.606,1,,,0
53798,4,43,277,277.99,60714.006,1,,,0
53799,4,43,278,278.99,60932.406,1,,,0
53800,4,43,279,279.99,61150.806,1,,,0
53801,4,43,280,280.99,61369.206,1,,,0
53802,4,43,281,281.99,61587.606,1,,,0
53803,4,43,282,282.99,61806.006,1,,,0
53804,4,43,283,283.99,62024.406,1,,,0
53805,4,43,284,284.99,62242.806,1,,,0
53806,4,43,285,285.99,62461.206,1,,,0
53807,4,43,286,286.99,62679.606,1,,,0
53808,4,43,287,287.99,62898.006,1,,,0
53809,4,43,288,288.99,63116.406,1,,,0
53810,4,43,289,289.99,63334.806,1,,,0
53811,4,43,290,290.99,63553.206,1,,,0
53812,4,43,291,291.99,63771.606,1,,,0
53813,4,43,292,292.99,63990.006,1,,,0
53814,4,43,293,293.99,64208.406,1,,,0
53815,4,43,294,294.99,64426.806,1,,,0
53816,4,43,295,295.99,64645.206,1,,,0
53817,4,43,296,296.99,64863.606,1,,,0
53818,4,43,297,297.99,65082.006,1,,,0
53819,4,43,298,298.99,65300.406,1,,,0
53820,4,43,299,299.99,65518.806,1,,,0
53821,4,43,300,300.99,65737.206,1,,,0
53822,4,43,301,301.99,65955.606,1,,,0
53823,4,43,302,302.99,66174.006,1,,,0
53824,4,43,303,303.99,66392.406,1,,,0
53825,4,43,304,304.99,66610.806,1,,,0
53826,4,43,305,305.99,66829.206,1,,,0
53827,4,43,306,306.99,67047.606,1,,,0
53828,4,43,307,307.99,67266.006,1,,,0
53829,4,43,308,308.99,67484.406,1,,,0
53830,4,43,309,309.99,67702.806,1,,,0
53831,4,43,310,310.99,67921.206,1,,,0
53832,4,43,311,311.99,68139.606,1,,,0
53833,4,43,312,312.99,68358.006,1,,,0
53834,4,43,313,313.99,68576.406,1,,,0
53835,4,43,314,314.99,68794.806,1,,,0
53836,4,43,315,315.99,69013.206,1,,,0
53837,4,43,316,316.99,69231.606,1,,,0
53838,4,43,317,317.99,69450.006,1,,,0
53839,4,43,318,318.99,69668.406,1,,,0
53840,4,43,319,319.99,69886.806,1,,,0
53841,4,43,320,320.99,70105.206,1,,,0
53842,4,43,321,321.99,70323.606,1,,,0
53843,4,43,322,322.99,70542.006,1,,,0
53844,4,43,323,323.99,70760.406,1,,,0
53845,4,43,324,324.99,70978.806,1,,,0
53846,4,43,325,325.99,71197.206,1,,,0
53847,4,43,326,326.99,71415.606,1,,,0
53848,4,43,327,327.99,71634.006,1,,,0
53849,4,43,328,328.99,71852.406,1,,,0
53850,4,43,329,329.99,72070.806,1,,,0
53851,4,43,330,330.99,72289.206,1,,,0
53852,4,43,331,331.99,72507.606,1,,,0
53853,4,43,332,332.99,72726.006,1,,,0
53854,4,43,333,333.99,72944.406,1,,,0
53855,4,43,334,334.99,73162.806,1,,,0
53856,4,43,335,335.99,73381.206,1,,,0
53857,4,43,336,336.99,73599.606,1,,,0
53858,4,43,337,337.99,73818.006,1,,,0
53859,4,43,338,338.99,74036.406,1,,,0
53860,4,43,339,339.99,74254.806,1,,,0
53861,4,43,340,340.99,74473.206,1,,,0
53862,4,43,341,341.99,74691.606,1,,,0
53863,4,43,342,342.99,74910.006,1,,,0
53864,4,43,343,343.99,75128.406,1,,,0
53865,4,43,344,344.99,75346.806,1,,,0
53866,4,43,345,345.99,75565.206,1,,,0
53867,4,43,346,346.99,75783.606,1,,,0
53868,4,43,347,347.99,76002.006,1,,,0
53869,4,43,348,348.99,76220.406,1,,,0
53870,4,43,349,349.99,76438.806,1,,,0
53871,4,43,350,350.99,76657.206,1,,,0
53872,4,43,351,351.99,76875.606,1,,,0
53873,4,43,352,352.99,77094.006,1,,,0
53874,4,43,353,353.99,77312.406,1,,,0
53875,4,43,354,354.99,77530.806,1,,,0
53876,4,43,355,355.99,77749.206,1,,,0
53877,4,43,356,356.99,77967.606,1,,,0
53878,4,43,357,357.99,78186.006,1,,,0
53879,4,43,358,358.99,78404.406,1,,,0
53880,4,43,359,359.99,78622.806,1,,,0
53881,4,43,360,360.99,78841.206,1,,,0
53882,4,43,361,361.99,79059.606,1,,,0
53883,4,43,362,362.99,79278.006,1,,,0
53884,4,43,363,363.99,79496.406,1,,,0
53885,4,43,364,364.99,79714.806,1,,,0
53886,4,43,365,365.99,79933.206,1,,,0
53887,4,43,366,366.99,80151.606,1,,,0
53888,4,43,367,367.99,80370.006,1,,,0
53889,4,43,368,368.99,80588.406,1,,,0
53890,4,43,369,369.99,80806.806,1,,,0
53891,4,43,370,370.99,81025.206,1,,,0
53892,4,43,371,371.99,81243.606,1,,,0
53893,4,43,372,372.99,81462.006,1,,,0
53894,4,43,373,373.99,81680.406,1,,,0
53895,4,43,374,374.99,81898.806,1,,,0
53896,4,43,375,375.99,82117.206,1,,,0
53897,4,43,376,376.99,82335.606,1,,,0
53898,4,43,377,377.99,82554.006,1,,,0
53899,4,43,378,378.99,82772.406,1,,,0
53900,4,43,379,379.99,82990.806,1,,,0
53901,4,43,380,380.99,83209.206,1,,,0
53902,4,43,381,381.99,83427.606,1,,,0
53903,4,43,382,382.99,83646.006,1,,,0
53904,4,43,383,383.99,83864.406,1,,,0
53905,4,43,384,384.99,84082.806,1,,,0
53906,4,43,385,385.99,84301.206,1,,,0
53907,4,43,386,386.99,84519.606,1,,,0
53908,4,43,387,387.99,84738.006,1,,,0
53909,4,43,388,388.99,84956.406,1,,,0
53910,4,43,389,389.99,85174.806,1,,,0
53911,4,43,390,390.99,85393.206,1,,,0
53912,4,43,391,391.99,85611.606,1,,,0
53913,4,43,392,392.99,85830.006,1,,,0
53914,4,43,393,393.99,86048.406,1,,,0
53915,4,43,394,394.99,86266.806,1,,,0
53916,4,43,395,395.99,86485.206,1,,,0
53917,4,43,396,396.99,86703.606,1,,,0
53918,4,43,397,397.99,86922.006,1,,,0
53919,4,43,398,398.99,87140.406,1,,,0
53920,4,43,399,399.99,87358.806,1,,,0
53921,4,43,400,400.99,87577.206,1,,,0
53922,4,43,401,401.99,87795.606,1,,,0
53923,4,43,402,402.99,88014.006,1,,,0
53924,4,43,403,403.99,88232.406,1,,,0
53925,4,43,404,404.99,88450.806,1,,,0
53926,4,43,405,405.99,88669.206,1,,,0
53927,4,43,406,406.99,88887.606,1,,,0
53928,4,43,407,407.99,89106.006,1,,,0
53929,4,43,408,408.99,89324.406,1,,,0
53930,4,43,409,409.99,89542.806,1,,,0
53931,4,43,410,410.99,89761.206,1,,,0
53932,4,43,411,411.99,89979.606,1,,,0
53933,4,43,412,412.99,90198.006,1,,,0
53934,4,43,413,413.99,90416.406,1,,,0
53935,4,43,414,414.99,90634.806,1,,,0
53936,4,43,415,415.99,90853.206,1,,,0
53937,4,43,416,416.99,91071.606,1,,,0
53938,4,43,417,417.99,91290.006,1,,,0
53939,4,43,418,418.99,91508.406,1,,,0
53940,4,43,419,419.99,91726.806,1,,,0
53941,4,43,420,420.99,91945.206,1,,,0
53942,4,43,421,421.99,92163.606,1,,,0
53943,4,43,422,422.99,92382.006,1,,,0
53944,4,43,423,423.99,92600.406,1,,,0
53945,4,43,424,424.99,92818.806,1,,,0
53946,4,43,425,425.99,93037.206,1,,,0
53947,4,43,426,426.99,93255.606,1,,,0
53948,4,43,427,427.99,93474.006,1,,,0
53949,4,43,428,428.99,93692.406,1,,,0
53950,4,43,429,429.99,93910.806,1,,,0
53951,4,43,430,430.99,94129.206,1,,,0
53952,4,43,431,431.99,94347.606,1,,,0
53953,4,43,432,432.99,94566.006,1,,,0
53954,4,43,433,433.99,94784.406,1,,,0
53955,4,43,434,434.99,95002.806,1,,,0
53956,4,43,435,435.99,95221.206,1,,,0
53957,4,43,436,436.99,95439.606,1,,,0
53958,4,43,437,437.99,95658.006,1,,,0
53959,4,43,438,438.99,95876.406,1,,,0
53960,4,43,439,439.99,96094.806,1,,,0
53961,4,43,440,440.99,96313.206,1,,,0
53962,4,43,441,441.99,96531.606,1,,,0
53963,4,43,442,442.99,96750.006,1,,,0
53964,4,43,443,443.99,96968.406,1,,,0
53965,4,43,444,444.99,97186.806,1,,,0
53966,4,43,445,445.99,97405.206,1,,,0
53967,4,43,446,446.99,97623.606,1,,,0
53968,4,43,447,447.99,97842.006,1,,,0
53969,4,43,448,448.99,98060.406,1,,,0
53970,4,43,449,449.99,98278.806,1,,,0
53971,4,43,450,450.99,98497.206,1,,,0
53972,4,43,451,451.99,98715.606,1,,,0
53973,4,43,452,452.99,98934.006,1,,,0
53974,4,43,453,453.99,99152.406,1,,,0
53975,4,43,454,454.99,99370.806,1,,,0
53976,4,43,455,455.99,99589.206,1,,,0
53977,4,43,456,456.99,99807.606,1,,,0
53978,4,43,457,457.99,100026.006,1,,,0
53979,4,43,458,458.99,100244.406,1,,,0
53980,4,43,459,459.99,100462.806,1,,,0
53981,4,43,460,460.99,100681.206,1,,,0
53982,4,43,461,461.99,100899.606,1,,,0
53983,4,43,462,462.99,101118.006,1,,,0
53984,4,43,463,463.99,101336.406,1,,,0
53985,4,43,464,464.99,101554.806,1,,,0
53986,4,43,465,465.99,101773.206,1,,,0
53987,4,43,466,466.99,101991.606,1,,,0
53988,4,43,467,467.99,102210.006,1,,,0
53989,4,43,468,468.99,102428.406,1,,,0
53990,4,43,469,469.99,102646.806,1,,,0
53991,4,43,470,470.99,102865.206,1,,,0
53992,4,43,471,471.99,103083.606,1,,,0
53993,4,43,472,472.99,103302.006,1,,,0
53994,4,43,473,473.99,103520.406,1,,,0
53995,4,43,474,474.99,103738.806,1,,,0
53996,4,43,475,475.99,103957.206,1,,,0
53997,4,43,476,476.99,104175.606,1,,,0
53998,4,43,477,477.99,104394.006,1,,,0
53999,4,43,478,478.99,104612.406,1,,,0
54000,4,43,479,479.99,104830.806,1,,,0
54001,4,43,480,480.99,105049.206,1,,,0
54002,4,43,481,481.99,105267.606,1,,,0
54003,4,43,482,482.99,105486.006,1,,,0
54004,4,43,483,483.99,105704.406,1,,,0
54005,4,43,484,484.99,105922.806,1,,,0
54006,4,43,485,485.99,106141.206,1,,,0
54007,4,43,486,486.99,106359.606,1,,,0
54008,4,43,487,487.99,106578.006,1,,,0
54009,4,43,488,488.99,106796.406,1,,,0
54010,4,43,489,489.99,107014.806,1,,,0
54011,4,43,490,490.99,107233.206,1,,,0
54012,4,43,491,491.99,107451.606,1,,,0
54013,4,43,492,492.99,107670.006,1,,,0
54014,4,43,493,493.99,107888.406,1,,,0
54015,4,43,494,494.99,108106.806,1,,,0
54016,4,43,495,495.99,108325.206,1,,,0
54017,4,43,496,496.99,108543.606,1,,,0
54018,4,43,497,497.99,108762.006,1,,,0
54019,4,43,498,498.99,108980.406,1,,,0
54020,4,43,499,499.99,109198.806,1,,,0
54021,4,43,500,500.99,109417.206,1,,,0
54022,4,43,501,501.99,109635.606,1,,,0
54023,4,43,502,502.99,109854.006,1,,,0
54024,4,43,503,503.99,110072.406,1,,,0
54025,4,43,504,504.99,110290.806,1,,,0
54026,4,43,505,505.99,110509.206,1,,,0
54027,4,43,506,506.99,110727.606,1,,,0
54028,4,43,507,507.99,110946.006,1,,,0
54029,4,43,508,508.99,111164.406,1,,,0
54030,4,43,509,509.99,111382.806,1,,,0
54031,4,43,510,510.99,111601.206,1,,,0
54032,4,43,511,511.99,111819.606,1,,,0
54033,4,43,512,512.99,112038.006,1,,,0
54034,4,43,513,513.99,112256.406,1,,,0
54035,4,43,514,514.99,112474.806,1,,,0
54036,4,43,515,515.99,112693.206,1,,,0
54037,4,43,516,516.99,112911.606,1,,,0
54038,4,43,517,517.99,113130.006,1,,,0
54039,4,43,518,518.99,113348.406,1,,,0
54040,4,43,519,519.99,113566.806,1,,,0
54041,4,43,520,520.99,113785.206,1,,,0
54042,4,43,521,521.99,114003.606,1,,,0
54043,4,43,522,522.99,114222.006,1,,,0
54044,4,43,523,523.99,114440.406,1,,,0
54045,4,43,524,524.99,114658.806,1,,,0
54046,4,43,525,525.99,114877.206,1,,,0
54047,4,43,526,526.99,115095.606,1,,,0
54048,4,43,527,527.99,115314.006,1,,,0
54049,4,43,528,528.99,115532.406,1,,,0
54050,4,43,529,529.99,115750.806,1,,,0
54051,4,43,530,530.99,115969.206,1,,,0
54052,4,43,531,531.99,116187.606,1,,,0
54053,4,43,532,532.99,116406.006,1,,,0
54054,4,43,533,533.99,116624.406,1,,,0
54055,4,43,534,534.99,116842.806,1,,,0
54056,4,43,535,535.99,117061.206,1,,,0
54057,4,43,536,536.99,117279.606,1,,,0
54058,4,43,537,537.99,117498.006,1,,,0
54059,4,43,538,538.99,117716.406,1,,,0
54060,4,43,539,539.99,117934.806,1,,,0
54061,4,43,540,540.99,118153.206,1,,,0
54062,4,43,541,541.99,118371.606,1,,,0
54063,4,43,542,542.99,118590.006,1,,,0
54064,4,43,543,543.99,118808.406,1,,,0
54065,4,43,544,544.99,119026.806,1,,,0
54066,4,43,545,545.99,119245.206,1,,,0
54067,4,43,546,546.99,119463.606,1,,,0
54068,4,43,547,547.99,119682.006,1,,,0
54069,4,43,548,548.99,119900.406,1,,,0
54070,4,43,549,549.99,120118.806,1,,,0
54071,4,43,550,550.99,120337.206,1,,,0
54072,4,43,551,551.99,120555.606,1,,,0
54073,4,43,552,552.99,120774.006,1,,,0
54074,4,43,553,553.99,120992.406,1,,,0
54075,4,43,554,554.99,121210.806,1,,,0
54076,4,43,555,555.99,121429.206,1,,,0
54077,4,43,556,556.99,121647.606,1,,,0
54078,4,43,557,557.99,121866.006,1,,,0
54079,4,43,558,558.99,122084.406,1,,,0
54080,4,43,559,559.99,122302.806,1,,,0
54081,4,43,560,560.99,122521.206,1,,,0
54082,4,43,561,561.99,122739.606,1,,,0
54083,4,43,562,562.99,122958.006,1,,,0
54084,4,43,563,563.99,123176.406,1,,,0
54085,4,43,564,564.99,123394.806,1,,,0
54086,4,43,565,565.99,123613.206,1,,,0
54087,4,43,566,566.99,123831.606,1,,,0
54088,4,43,567,567.99,124050.006,1,,,0
54089,4,43,568,568.99,124268.406,1,,,0
54090,4,43,569,569.99,124486.806,1,,,0
54091,4,43,570,570.99,124705.206,1,,,0
54092,4,43,571,571.99,124923.606,1,,,0
54093,4,43,572,572.99,125142.006,1,,,0
54094,4,43,573,573.99,125360.406,1,,,0
54095,4,43,574,574.99,125578.806,1,,,0
54096,4,43,575,575.99,125797.206,1,,,0
54097,4,43,576,576.99,126015.606,1,,,0
54098,4,43,577,577.99,126234.006,1,,,0
54099,4,43,578,578.99,126452.406,1,,,0
54100,4,43,579,579.99,126670.806,1,,,0
54101,4,43,580,580.99,126889.206,1,,,0
54102,4,43,581,581.99,127107.606,1,,,0
54103,4,43,582,582.99,127326.006,1,,,0
54104,4,43,583,583.99,127544.406,1,,,0
54105,4,43,584,584.99,127762.806,1,,,0
54106,4,43,585,585.99,127981.206,1,,,0
