courier_zone_price_id,courier_id,couried_zone_id,from_kg,to_kg,price,status,date_added,date_modify,is_delete
51764,4,41,225,225.99,37729.0305,1,,,0
51765,4,41,226,226.99,37895.9805,1,,,0
51766,4,41,227,227.99,38062.9305,1,,,0
51767,4,41,228,228.99,38229.8805,1,,,0
51768,4,41,229,229.99,38396.8305,1,,,0
51769,4,41,230,230.99,38563.7805,1,,,0
51770,4,41,231,231.99,38730.7305,1,,,0
51771,4,41,232,232.99,38897.6805,1,,,0
51772,4,41,233,233.99,39064.6305,1,,,0
51773,4,41,234,234.99,39231.5805,1,,,0
51774,4,41,235,235.99,39398.5305,1,,,0
51775,4,41,236,236.99,39565.4805,1,,,0
51776,4,41,237,237.99,39732.4305,1,,,0
51777,4,41,238,238.99,39899.3805,1,,,0
51778,4,41,239,239.99,40066.3305,1,,,0
51779,4,41,240,240.99,40233.2805,1,,,0
51780,4,41,241,241.99,40400.2305,1,,,0
51781,4,41,242,242.99,40567.1805,1,,,0
51782,4,41,243,243.99,40734.1305,1,,,0
51783,4,41,244,244.99,40901.0805,1,,,0
51784,4,41,245,245.99,41068.0305,1,,,0
51785,4,41,246,246.99,41234.9805,1,,,0
51786,4,41,247,247.99,41401.9305,1,,,0
51787,4,41,248,248.99,41568.8805,1,,,0
51788,4,41,249,249.99,41735.8305,1,,,0
51789,4,41,250,250.99,41902.7805,1,,,0
51790,4,41,251,251.99,42069.7305,1,,,0
51791,4,41,252,252.99,42236.6805,1,,,0
51792,4,41,253,253.99,42403.6305,1,,,0
51793,4,41,254,254.99,42570.5805,1,,,0
51794,4,41,255,255.99,42737.5305,1,,,0
51795,4,41,256,256.99,42904.4805,1,,,0
51796,4,41,257,257.99,43071.4305,1,,,0
51797,4,41,258,258.99,43238.3805,1,,,0
51798,4,41,259,259.99,43405.3305,1,,,0
51799,4,41,260,260.99,43572.2805,1,,,0
51800,4,41,261,261.99,43739.2305,1,,,0
51801,4,41,262,262.99,43906.1805,1,,,0
51802,4,41,263,263.99,44073.1305,1,,,0
51803,4,41,264,264.99,44240.0805,1,,,0
51804,4,41,265,265.99,44407.0305,1,,,0
51805,4,41,266,266.99,44573.9805,1,,,0
51806,4,41,267,267.99,44740.9305,1,,,0
51807,4,41,268,268.99,44907.8805,1,,,0
51808,4,41,269,269.99,45074.8305,1,,,0
51809,4,41,270,270.99,45241.7805,1,,,0
51810,4,41,271,271.99,45408.7305,1,,,0
51811,4,41,272,272.99,45575.6805,1,,,0
51812,4,41,273,273.99,45742.6305,1,,,0
51813,4,41,274,274.99,45909.5805,1,,,0
51814,4,41,275,275.99,46076.5305,1,,,0
51815,4,41,276,276.99,46243.4805,1,,,0
51816,4,41,277,277.99,46410.4305,1,,,0
51817,4,41,278,278.99,46577.3805,1,,,0
51818,4,41,279,279.99,46744.3305,1,,,0
51819,4,41,280,280.99,46911.2805,1,,,0
51820,4,41,281,281.99,47078.2305,1,,,0
51821,4,41,282,282.99,47245.1805,1,,,0
51822,4,41,283,283.99,47412.1305,1,,,0
51823,4,41,284,284.99,47579.0805,1,,,0
51824,4,41,285,285.99,47746.0305,1,,,0
51825,4,41,286,286.99,47912.9805,1,,,0
51826,4,41,287,287.99,48079.9305,1,,,0
51827,4,41,288,288.99,48246.8805,1,,,0
51828,4,41,289,289.99,48413.8305,1,,,0
51829,4,41,290,290.99,48580.7805,1,,,0
51830,4,41,291,291.99,48747.7305,1,,,0
51831,4,41,292,292.99,48914.6805,1,,,0
51832,4,41,293,293.99,49081.6305,1,,,0
51833,4,41,294,294.99,49248.5805,1,,,0
51834,4,41,295,295.99,49415.5305,1,,,0
51835,4,41,296,296.99,49582.4805,1,,,0
51836,4,41,297,297.99,49749.4305,1,,,0
51837,4,41,298,298.99,49916.3805,1,,,0
51838,4,41,299,299.99,50083.3305,1,,,0
51839,4,41,300,300.99,50250.2805,1,,,0
51840,4,41,301,301.99,50417.2305,1,,,0
51841,4,41,302,302.99,50584.1805,1,,,0
51842,4,41,303,303.99,50751.1305,1,,,0
51843,4,41,304,304.99,50918.0805,1,,,0
51844,4,41,305,305.99,51085.0305,1,,,0
51845,4,41,306,306.99,51251.9805,1,,,0
51846,4,41,307,307.99,51418.9305,1,,,0
51847,4,41,308,308.99,51585.8805,1,,,0
51848,4,41,309,309.99,51752.8305,1,,,0
51849,4,41,310,310.99,51919.7805,1,,,0
51850,4,41,311,311.99,52086.7305,1,,,0
51851,4,41,312,312.99,52253.6805,1,,,0
51852,4,41,313,313.99,52420.6305,1,,,0
51853,4,41,314,314.99,52587.5805,1,,,0
51854,4,41,315,315.99,52754.5305,1,,,0
51855,4,41,316,316.99,52921.4805,1,,,0
51856,4,41,317,317.99,53088.4305,1,,,0
51857,4,41,318,318.99,53255.3805,1,,,0
51858,4,41,319,319.99,53422.3305,1,,,0
51859,4,41,320,320.99,53589.2805,1,,,0
51860,4,41,321,321.99,53756.2305,1,,,0
51861,4,41,322,322.99,53923.1805,1,,,0
51862,4,41,323,323.99,54090.1305,1,,,0
51863,4,41,324,324.99,54257.0805,1,,,0
51864,4,41,325,325.99,54424.0305,1,,,0
51865,4,41,326,326.99,54590.9805,1,,,0
51866,4,41,327,327.99,54757.9305,1,,,0
51867,4,41,328,328.99,54924.8805,1,,,0
51868,4,41,329,329.99,55091.8305,1,,,0
51869,4,41,330,330.99,55258.7805,1,,,0
51870,4,41,331,331.99,55425.7305,1,,,0
51871,4,41,332,332.99,55592.6805,1,,,0
51872,4,41,333,333.99,55759.6305,1,,,0
51873,4,41,334,334.99,55926.5805,1,,,0
51874,4,41,335,335.99,56093.5305,1,,,0
51875,4,41,336,336.99,56260.4805,1,,,0
51876,4,41,337,337.99,56427.4305,1,,,0
51877,4,41,338,338.99,56594.3805,1,,,0
51878,4,41,339,339.99,56761.3305,1,,,0
51879,4,41,340,340.99,56928.2805,1,,,0
51880,4,41,341,341.99,57095.2305,1,,,0
51881,4,41,342,342.99,57262.1805,1,,,0
51882,4,41,343,343.99,57429.1305,1,,,0
51883,4,41,344,344.99,57596.0805,1,,,0
51884,4,41,345,345.99,57763.0305,1,,,0
51885,4,41,346,346.99,57929.9805,1,,,0
51886,4,41,347,347.99,58096.9305,1,,,0
51887,4,41,348,348.99,58263.8805,1,,,0
51888,4,41,349,349.99,58430.8305,1,,,0
51889,4,41,350,350.99,58597.7805,1,,,0
51890,4,41,351,351.99,58764.7305,1,,,0
51891,4,41,352,352.99,58931.6805,1,,,0
51892,4,41,353,353.99,59098.6305,1,,,0
51893,4,41,354,354.99,59265.5805,1,,,0
51894,4,41,355,355.99,59432.5305,1,,,0
51895,4,41,356,356.99,59599.4805,1,,,0
51896,4,41,357,357.99,59766.4305,1,,,0
51897,4,41,358,358.99,59933.3805,1,,,0
51898,4,41,359,359.99,60100.3305,1,,,0
51899,4,41,360,360.99,60267.2805,1,,,0
51900,4,41,361,361.99,60434.2305,1,,,0
51901,4,41,362,362.99,60601.1805,1,,,0
51902,4,41,363,363.99,60768.1305,1,,,0
51903,4,41,364,364.99,60935.0805,1,,,0
51904,4,41,365,365.99,61102.0305,1,,,0
51905,4,41,366,366.99,61268.9805,1,,,0
51906,4,41,367,367.99,61435.9305,1,,,0
51907,4,41,368,368.99,61602.8805,1,,,0
51908,4,41,369,369.99,61769.8305,1,,,0
51909,4,41,370,370.99,61936.7805,1,,,0
51910,4,41,371,371.99,62103.7305,1,,,0
51911,4,41,372,372.99,62270.6805,1,,,0
51912,4,41,373,373.99,62437.6305,1,,,0
51913,4,41,374,374.99,62604.5805,1,,,0
51914,4,41,375,375.99,62771.5305,1,,,0
51915,4,41,376,376.99,62938.4805,1,,,0
51916,4,41,377,377.99,63105.4305,1,,,0
51917,4,41,378,378.99,63272.3805,1,,,0
51918,4,41,379,379.99,63439.3305,1,,,0
51919,4,41,380,380.99,63606.2805,1,,,0
51920,4,41,381,381.99,63773.2305,1,,,0
51921,4,41,382,382.99,63940.1805,1,,,0
51922,4,41,383,383.99,64107.1305,1,,,0
51923,4,41,384,384.99,64274.0805,1,,,0
51924,4,41,385,385.99,64441.0305,1,,,0
51925,4,41,386,386.99,64607.9805,1,,,0
51926,4,41,387,387.99,64774.9305,1,,,0
51927,4,41,388,388.99,64941.8805,1,,,0
51928,4,41,389,389.99,65108.8305,1,,,0
51929,4,41,390,390.99,65275.7805,1,,,0
51930,4,41,391,391.99,65442.7305,1,,,0
51931,4,41,392,392.99,65609.6805,1,,,0
51932,4,41,393,393.99,65776.6305,1,,,0
51933,4,41,394,394.99,65943.5805,1,,,0
51934,4,41,395,395.99,66110.5305,1,,,0
51935,4,41,396,396.99,66277.4805,1,,,0
51936,4,41,397,397.99,66444.4305,1,,,0
51937,4,41,398,398.99,66611.3805,1,,,0
51938,4,41,399,399.99,66778.3305,1,,,0
51939,4,41,400,400.99,66945.2805,1,,,0
51940,4,41,401,401.99,67112.2305,1,,,0
51941,4,41,402,402.99,67279.1805,1,,,0
51942,4,41,403,403.99,67446.1305,1,,,0
51943,4,41,404,404.99,67613.0805,1,,,0
51944,4,41,405,405.99,67780.0305,1,,,0
51945,4,41,406,406.99,67946.9805,1,,,0
51946,4,41,407,407.99,68113.9305,1,,,0
51947,4,41,408,408.99,68280.8805,1,,,0
51948,4,41,409,409.99,68447.8305,1,,,0
51949,4,41,410,410.99,68614.7805,1,,,0
51950,4,41,411,411.99,68781.7305,1,,,0
51951,4,41,412,412.99,68948.6805,1,,,0
51952,4,41,413,413.99,69115.6305,1,,,0
51953,4,41,414,414.99,69282.5805,1,,,0
51954,4,41,415,415.99,69449.5305,1,,,0
51955,4,41,416,416.99,69616.4805,1,,,0
51956,4,41,417,417.99,69783.4305,1,,,0
51957,4,41,418,418.99,69950.3805,1,,,0
51958,4,41,419,419.99,70117.3305,1,,,0
51959,4,41,420,420.99,70284.2805,1,,,0
51960,4,41,421,421.99,70451.2305,1,,,0
51961,4,41,422,422.99,70618.1805,1,,,0
51962,4,41,423,423.99,70785.1305,1,,,0
51963,4,41,424,424.99,70952.0805,1,,,0
51964,4,41,425,425.99,71119.0305,1,,,0
51965,4,41,426,426.99,71285.9805,1,,,0
51966,4,41,427,427.99,71452.9305,1,,,0
51967,4,41,428,428.99,71619.8805,1,,,0
51968,4,41,429,429.99,71786.8305,1,,,0
51969,4,41,430,430.99,71953.7805,1,,,0
51970,4,41,431,431.99,72120.7305,1,,,0
51971,4,41,432,432.99,72287.6805,1,,,0
51972,4,41,433,433.99,72454.6305,1,,,0
51973,4,41,434,434.99,72621.5805,1,,,0
51974,4,41,435,435.99,72788.5305,1,,,0
51975,4,41,436,436.99,72955.4805,1,,,0
51976,4,41,437,437.99,73122.4305,1,,,0
51977,4,41,438,438.99,73289.3805,1,,,0
51978,4,41,439,439.99,73456.3305,1,,,0
51979,4,41,440,440.99,73623.2805,1,,,0
51980,4,41,441,441.99,73790.2305,1,,,0
51981,4,41,442,442.99,73957.1805,1,,,0
51982,4,41,443,443.99,74124.1305,1,,,0
51983,4,41,444,444.99,74291.0805,1,,,0
51984,4,41,445,445.99,74458.0305,1,,,0
51985,4,41,446,446.99,74624.9805,1,,,0
51986,4,41,447,447.99,74791.9305,1,,,0
51987,4,41,448,448.99,74958.8805,1,,,0
51988,4,41,449,449.99,75125.8305,1,,,0
51989,4,41,450,450.99,75292.7805,1,,,0
51990,4,41,451,451.99,75459.7305,1,,,0
51991,4,41,452,452.99,75626.6805,1,,,0
51992,4,41,453,453.99,75793.6305,1,,,0
51993,4,41,454,454.99,75960.5805,1,,,0
51994,4,41,455,455.99,76127.5305,1,,,0
51995,4,41,456,456.99,76294.4805,1,,,0
51996,4,41,457,457.99,76461.4305,1,,,0
51997,4,41,458,458.99,76628.3805,1,,,0
51998,4,41,459,459.99,76795.3305,1,,,0
51999,4,41,460,460.99,76962.2805,1,,,0
52000,4,41,461,461.99,77129.2305,1,,,0
52001,4,41,462,462.99,77296.1805,1,,,0
52002,4,41,463,463.99,77463.1305,1,,,0
52003,4,41,464,464.99,77630.0805,1,,,0
52004,4,41,465,465.99,77797.0305,1,,,0
52005,4,41,466,466.99,77963.9805,1,,,0
52006,4,41,467,467.99,78130.9305,1,,,0
52007,4,41,468,468.99,78297.8805,1,,,0
52008,4,41,469,469.99,78464.8305,1,,,0
52009,4,41,470,470.99,78631.7805,1,,,0
52010,4,41,471,471.99,78798.7305,1,,,0
52011,4,41,472,472.99,78965.6805,1,,,0
52012,4,41,473,473.99,79132.6305,1,,,0
52013,4,41,474,474.99,79299.5805,1,,,0
52014,4,41,475,475.99,79466.5305,1,,,0
52015,4,41,476,476.99,79633.4805,1,,,0
52016,4,41,477,477.99,79800.4305,1,,,0
52017,4,41,478,478.99,79967.3805,1,,,0
52018,4,41,479,479.99,80134.3305,1,,,0
52019,4,41,480,480.99,80301.2805,1,,,0
52020,4,41,481,481.99,80468.2305,1,,,0
52021,4,41,482,482.99,80635.1805,1,,,0
52022,4,41,483,483.99,80802.1305,1,,,0
52023,4,41,484,484.99,80969.0805,1,,,0
52024,4,41,485,485.99,81136.0305,1,,,0
52025,4,41,486,486.99,81302.9805,1,,,0
52026,4,41,487,487.99,81469.9305,1,,,0
52027,4,41,488,488.99,81636.8805,1,,,0
52028,4,41,489,489.99,81803.8305,1,,,0
52029,4,41,490,490.99,81970.7805,1,,,0
52030,4,41,491,491.99,82137.7305,1,,,0
52031,4,41,492,492.99,82304.6805,1,,,0
52032,4,41,493,493.99,82471.6305,1,,,0
52033,4,41,494,494.99,82638.5805,1,,,0
52034,4,41,495,495.99,82805.5305,1,,,0
52035,4,41,496,496.99,82972.4805,1,,,0
52036,4,41,497,497.99,83139.4305,1,,,0
52037,4,41,498,498.99,83306.3805,1,,,0
52038,4,41,499,499.99,83473.3305,1,,,0
52039,4,41,500,500.99,83640.2805,1,,,0
52040,4,41,501,501.99,83807.2305,1,,,0
52041,4,41,502,502.99,83974.1805,1,,,0
52042,4,41,503,503.99,84141.1305,1,,,0
52043,4,41,504,504.99,84308.0805,1,,,0
52044,4,41,505,505.99,84475.0305,1,,,0
52045,4,41,506,506.99,84641.9805,1,,,0
52046,4,41,507,507.99,84808.9305,1,,,0
52047,4,41,508,508.99,84975.8805,1,,,0
52048,4,41,509,509.99,85142.8305,1,,,0
52049,4,41,510,510.99,85309.7805,1,,,0
52050,4,41,511,511.99,85476.7305,1,,,0
52051,4,41,512,512.99,85643.6805,1,,,0
52052,4,41,513,513.99,85810.6305,1,,,0
52053,4,41,514,514.99,85977.5805,1,,,0
52054,4,41,515,515.99,86144.5305,1,,,0
52055,4,41,516,516.99,86311.4805,1,,,0
52056,4,41,517,517.99,86478.4305,1,,,0
52057,4,41,518,518.99,86645.3805,1,,,0
52058,4,41,519,519.99,86812.3305,1,,,0
52059,4,41,520,520.99,86979.2805,1,,,0
52060,4,41,521,521.99,87146.2305,1,,,0
52061,4,41,522,522.99,87313.1805,1,,,0
52062,4,41,523,523.99,87480.1305,1,,,0
52063,4,41,524,524.99,87647.0805,1,,,0
52064,4,41,525,525.99,87814.0305,1,,,0
52065,4,41,526,526.99,87980.9805,1,,,0
52066,4,41,527,527.99,88147.9305,1,,,0
52067,4,41,528,528.99,88314.8805,1,,,0
52068,4,41,529,529.99,88481.8305,1,,,0
52069,4,41,530,530.99,88648.7805,1,,,0
52070,4,41,531,531.99,88815.7305,1,,,0
52071,4,41,532,532.99,88982.6805,1,,,0
52072,4,41,533,533.99,89149.6305,1,,,0
52073,4,41,534,534.99,89316.5805,1,,,0
52074,4,41,535,535.99,89483.5305,1,,,0
52075,4,41,536,536.99,89650.4805,1,,,0
52076,4,41,537,537.99,89817.4305,1,,,0
52077,4,41,538,538.99,89984.3805,1,,,0
52078,4,41,539,539.99,90151.3305,1,,,0
52079,4,41,540,540.99,90318.2805,1,,,0
52080,4,41,541,541.99,90485.2305,1,,,0
52081,4,41,542,542.99,90652.1805,1,,,0
52082,4,41,543,543.99,90819.1305,1,,,0
52083,4,41,544,544.99,90986.0805,1,,,0
52084,4,41,545,545.99,91153.0305,1,,,0
52085,4,41,546,546.99,91319.9805,1,,,0
52086,4,41,547,547.99,91486.9305,1,,,0
52087,4,41,548,548.99,91653.8805,1,,,0
52088,4,41,549,549.99,91820.8305,1,,,0
52089,4,41,550,550.99,91987.7805,1,,,0
52090,4,41,551,551.99,92154.7305,1,,,0
52091,4,41,552,552.99,92321.6805,1,,,0
52092,4,41,553,553.99,92488.6305,1,,,0
52093,4,41,554,554.99,92655.5805,1,,,0
52094,4,41,555,555.99,92822.5305,1,,,0
52095,4,41,556,556.99,92989.4805,1,,,0
52096,4,41,557,557.99,93156.4305,1,,,0
52097,4,41,558,558.99,93323.3805,1,,,0
52098,4,41,559,559.99,93490.3305,1,,,0
52099,4,41,560,560.99,93657.2805,1,,,0
52100,4,41,561,561.99,93824.2305,1,,,0
52101,4,41,562,562.99,93991.1805,1,,,0
52102,4,41,563,563.99,94158.1305,1,,,0
52103,4,41,564,564.99,94325.0805,1,,,0
52104,4,41,565,565.99,94492.0305,1,,,0
52105,4,41,566,566.99,94658.9805,1,,,0
